reviewTitle,reviewBody,aspect,categorized_aspect,sentiment,response
great mat and I loe it,I think the order was perfect. The mat was great. Thank you.,order,other,positive,Thank you for highlighting the order. We're glad you're satisfied!
great mat and I loe it,I think the order was perfect. The mat was great. Thank you.,mat,other,positive,Thank you for highlighting the mat. We're glad you're satisfied!
Absolutely Amazing,"Beautiful, strudy, smooth as floating. Absolutely worth every penny. Donated all other scooter in garage.",Beauty,other,positive,Thank you for highlighting the beauty. We're glad you're satisfied!
Absolutely Amazing,"Beautiful, strudy, smooth as floating. Absolutely worth every penny. Donated all other scooter in garage.",Sturdiness,other,positive,Thank you for highlighting the sturdiness. We're glad you're satisfied!
Absolutely Amazing,"Beautiful, strudy, smooth as floating. Absolutely worth every penny. Donated all other scooter in garage.",Smoothness,other,positive,Thank you for highlighting the smoothness. We're glad you're satisfied!
Absolutely Amazing,"Beautiful, strudy, smooth as floating. Absolutely worth every penny. Donated all other scooter in garage.",Value for money,price,positive,Thank you for highlighting the value for money. We're glad you're satisfied!
Absolutely Amazing,"Beautiful, strudy, smooth as floating. Absolutely worth every penny. Donated all other scooter in garage.",Other scooters (garage),other,negative,We're sorry about the issues with other scooters (garage). We'll work on improving this aspect!
Works.,Works well.,performance,functionality,positive,Thank you for highlighting the performance. We're glad you're satisfied!
Works.,Works well.,unknown,other,neutral,Thank you for sharing your thoughts on the unknown.
easy to build,My 10 year old was able to put this together. Fast shipping. It's not so sturdy but for light things its good.,fast shipping,service,positive,Thank you for highlighting the fast shipping. We're glad you're satisfied!
easy to build,My 10 year old was able to put this together. Fast shipping. It's not so sturdy but for light things its good.,sturdy,other,negative,We're sorry about the issues with sturdy. We'll work on improving this aspect!
easy to build,My 10 year old was able to put this together. Fast shipping. It's not so sturdy but for light things its good.,light things,other,neutral,Thank you for sharing your thoughts on the light things.
Love the Quality and Sizes,"It's perfect for what I'm working on, the different sizes gives an optical depth effect on a flat surface, makes it more interesting for the eye",different sizes,other,positive,Thank you for highlighting the different sizes. We're glad you're satisfied!
Love the Quality and Sizes,"It's perfect for what I'm working on, the different sizes gives an optical depth effect on a flat surface, makes it more interesting for the eye",optical depth effect on a flat surface,other,positive,Thank you for highlighting the optical depth effect on a flat surface. We're glad you're satisfied!
This is a lovely and comfortable ring.,I love this ring. I have received many compliments. It is very comfortable and true to size. It arrived in a lovely gift box.,compliments,other,positive,Thank you for highlighting the compliments. We're glad you're satisfied!
This is a lovely and comfortable ring.,I love this ring. I have received many compliments. It is very comfortable and true to size. It arrived in a lovely gift box.,comfort,comfort,positive,Thank you for highlighting the comfort. We're glad you're satisfied!
This is a lovely and comfortable ring.,I love this ring. I have received many compliments. It is very comfortable and true to size. It arrived in a lovely gift box.,size,other,positive,Thank you for highlighting the size. We're glad you're satisfied!
This is a lovely and comfortable ring.,I love this ring. I have received many compliments. It is very comfortable and true to size. It arrived in a lovely gift box.,package,other,positive,Thank you for highlighting the package. We're glad you're satisfied!
Did not work at all,The product did not work at all,product performance,functionality,negative,We're sorry about the issues with product performance. We'll work on improving this aspect!
Just want I was looking for,"I've been looking for exactly this set! Nice tall grinders, easy adjustable and works wonderful. Happy customer",tall grinders,other,positive,Thank you for highlighting the tall grinders. We're glad you're satisfied!
Just want I was looking for,"I've been looking for exactly this set! Nice tall grinders, easy adjustable and works wonderful. Happy customer",easy adjustable,other,positive,Thank you for highlighting the easy adjustable. We're glad you're satisfied!
Just want I was looking for,"I've been looking for exactly this set! Nice tall grinders, easy adjustable and works wonderful. Happy customer",works wonderful,functionality,positive,Thank you for highlighting the works wonderful. We're glad you're satisfied!
Buy it,Great product. Buy it and save your money,product,other,positive,Thank you for highlighting the product. We're glad you're satisfied!
Buy it,Great product. Buy it and save your money,price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
Just the right size,Perfect size for my labels and sample size soaps.,size,other,positive,Thank you for highlighting the size. We're glad you're satisfied!
Just the right size,Perfect size for my labels and sample size soaps.,sample size soaps,other,positive,Thank you for highlighting the sample size soaps. We're glad you're satisfied!
Loved the colors!,They are ok for the price placed them  on my garage door! One of them was peeling off just wondering how long they will last.,price,price,neutral,Thank you for sharing your thoughts on the price.
Loved the colors!,They are ok for the price placed them  on my garage door! One of them was peeling off just wondering how long they will last.,quality,quality,negative,We're sorry about the issues with quality. We'll work on improving this aspect!
Loved the colors!,They are ok for the price placed them  on my garage door! One of them was peeling off just wondering how long they will last.,durability,quality,neutral,Thank you for sharing your thoughts on the durability.
Loved the colors!,They are ok for the price placed them  on my garage door! One of them was peeling off just wondering how long they will last.,installation,other,neutral,Thank you for sharing your thoughts on the installation.
Gives the Gucci Tote form!,"The insert fit perfectly in my medium size gucci tote. My bag looks better with structure/form. Also it has lots of pockets for sunnies, cards, cell phone, pens, small wallet etc.",fit,other,positive,Thank you for highlighting the fit. We're glad you're satisfied!
Gives the Gucci Tote form!,"The insert fit perfectly in my medium size gucci tote. My bag looks better with structure/form. Also it has lots of pockets for sunnies, cards, cell phone, pens, small wallet etc.",structure/form,other,positive,Thank you for highlighting the structure/form. We're glad you're satisfied!
Gives the Gucci Tote form!,"The insert fit perfectly in my medium size gucci tote. My bag looks better with structure/form. Also it has lots of pockets for sunnies, cards, cell phone, pens, small wallet etc.",pockets,other,positive,Thank you for highlighting the pockets. We're glad you're satisfied!
Good,Good,product quality,quality,neutral,Thank you for sharing your thoughts on the product quality.
Not a perfect fit but it works well and costs 1/3 of the OEM part,"I replaced the original light on our 2012 Armada with this assembly. No issues getting everything hooked up, it's just a pain to get to the light. I actually liked that it didn't come with any pigtails for anything, so I just disconnected everything from the old light after I removed it from the spoiler. I didn't have to run anything back through the liftgate. The fit is not 100% perfect, as the gap at the edge between the light and the cutout in the spoiler is slightly larger than it needs to be. It's not noticeably off, though. Hard to knock it for the price - $40 plus tax. Cheapest I could find from Nissan was about $123. Next cheapest is Dorman for $90.",Getting everything hooked up,other,neutral,Thank you for sharing your thoughts on the getting everything hooked up.
Not a perfect fit but it works well and costs 1/3 of the OEM part,"I replaced the original light on our 2012 Armada with this assembly. No issues getting everything hooked up, it's just a pain to get to the light. I actually liked that it didn't come with any pigtails for anything, so I just disconnected everything from the old light after I removed it from the spoiler. I didn't have to run anything back through the liftgate. The fit is not 100% perfect, as the gap at the edge between the light and the cutout in the spoiler is slightly larger than it needs to be. It's not noticeably off, though. Hard to knock it for the price - $40 plus tax. Cheapest I could find from Nissan was about $123. Next cheapest is Dorman for $90.",Pain to get to the light,other,negative,We're sorry about the issues with pain to get to the light. We'll work on improving this aspect!
Not a perfect fit but it works well and costs 1/3 of the OEM part,"I replaced the original light on our 2012 Armada with this assembly. No issues getting everything hooked up, it's just a pain to get to the light. I actually liked that it didn't come with any pigtails for anything, so I just disconnected everything from the old light after I removed it from the spoiler. I didn't have to run anything back through the liftgate. The fit is not 100% perfect, as the gap at the edge between the light and the cutout in the spoiler is slightly larger than it needs to be. It's not noticeably off, though. Hard to knock it for the price - $40 plus tax. Cheapest I could find from Nissan was about $123. Next cheapest is Dorman for $90.",No pigtails included,other,positive,Thank you for highlighting the no pigtails included. We're glad you're satisfied!
Not a perfect fit but it works well and costs 1/3 of the OEM part,"I replaced the original light on our 2012 Armada with this assembly. No issues getting everything hooked up, it's just a pain to get to the light. I actually liked that it didn't come with any pigtails for anything, so I just disconnected everything from the old light after I removed it from the spoiler. I didn't have to run anything back through the liftgate. The fit is not 100% perfect, as the gap at the edge between the light and the cutout in the spoiler is slightly larger than it needs to be. It's not noticeably off, though. Hard to knock it for the price - $40 plus tax. Cheapest I could find from Nissan was about $123. Next cheapest is Dorman for $90.",Fit is not 100% perfect,other,neutral,Thank you for sharing your thoughts on the fit is not 100% perfect.
Not a perfect fit but it works well and costs 1/3 of the OEM part,"I replaced the original light on our 2012 Armada with this assembly. No issues getting everything hooked up, it's just a pain to get to the light. I actually liked that it didn't come with any pigtails for anything, so I just disconnected everything from the old light after I removed it from the spoiler. I didn't have to run anything back through the liftgate. The fit is not 100% perfect, as the gap at the edge between the light and the cutout in the spoiler is slightly larger than it needs to be. It's not noticeably off, though. Hard to knock it for the price - $40 plus tax. Cheapest I could find from Nissan was about $123. Next cheapest is Dorman for $90.",Price ($40 plus tax),price,positive,Thank you for highlighting the price ($40 plus tax). We're glad you're satisfied!
It's Wonderful!,My dad with Alzheimer's had been struggling to remember what day of the week it was. As soon as I installed this clock for him I noticed a  HUGE difference in his attitude and memory. It almost feels like he's improved! He now knows what day it is and is now more confident in himself. This purchase was worth every penny!!! Thank you!!,effectiveness of clock on memory,other,positive,Thank you for highlighting the effectiveness of clock on memory. We're glad you're satisfied!
It's Wonderful!,My dad with Alzheimer's had been struggling to remember what day of the week it was. As soon as I installed this clock for him I noticed a  HUGE difference in his attitude and memory. It almost feels like he's improved! He now knows what day it is and is now more confident in himself. This purchase was worth every penny!!! Thank you!!,daylight savings and day of week accuracy,other,neutral,Thank you for sharing your thoughts on the daylight savings and day of week accuracy.
It's Wonderful!,My dad with Alzheimer's had been struggling to remember what day of the week it was. As soon as I installed this clock for him I noticed a  HUGE difference in his attitude and memory. It almost feels like he's improved! He now knows what day it is and is now more confident in himself. This purchase was worth every penny!!! Thank you!!,confidence improvement,other,positive,Thank you for highlighting the confidence improvement. We're glad you're satisfied!
It's Wonderful!,My dad with Alzheimer's had been struggling to remember what day of the week it was. As soon as I installed this clock for him I noticed a  HUGE difference in his attitude and memory. It almost feels like he's improved! He now knows what day it is and is now more confident in himself. This purchase was worth every penny!!! Thank you!!,value for money,price,positive,Thank you for highlighting the value for money. We're glad you're satisfied!
Shed terrible,Received and washed shed terrible. Will need numerous washes before you can use. If you can use at all.,Performance,functionality,negative,We're sorry about the issues with performance. We'll work on improving this aspect!
Shed terrible,Received and washed shed terrible. Will need numerous washes before you can use. If you can use at all.,Ease of Use,functionality,negative,We're sorry about the issues with ease of use. We'll work on improving this aspect!
Shed terrible,Received and washed shed terrible. Will need numerous washes before you can use. If you can use at all.,Durability,quality,negative,We're sorry about the issues with durability. We'll work on improving this aspect!
Damaged and in the wrong box,"It’s pretty. However, the kettle, which the seller claims is new, was inside a hastily taped together box from a different kettle (see picture) and the kettle lid was bent and didn’t close all the way. I returned it.",appearance,appearance,positive,Thank you for highlighting the appearance. We're glad you're satisfied!
Damaged and in the wrong box,"It’s pretty. However, the kettle, which the seller claims is new, was inside a hastily taped together box from a different kettle (see picture) and the kettle lid was bent and didn’t close all the way. I returned it.",packing,other,negative,We're sorry about the issues with packing. We'll work on improving this aspect!
Damaged and in the wrong box,"It’s pretty. However, the kettle, which the seller claims is new, was inside a hastily taped together box from a different kettle (see picture) and the kettle lid was bent and didn’t close all the way. I returned it.",kettle lid functionality,functionality,negative,We're sorry about the issues with kettle lid functionality. We'll work on improving this aspect!
Expensive as hell but a must have,Expensive as hell but a must have,price,price,negative,We're sorry about the issues with price. We'll work on improving this aspect!
Expensive as hell but a must have,Expensive as hell but a must have,product value,price,positive,Thank you for highlighting the product value. We're glad you're satisfied!
Great value and fit,"I was impressed.  Well packaged, easy to fit and meets its intended purpose.  Its moisture wicking is awesome.  They decently stand the test of the washing machine.  Great product for golf, mountain biking, hiking or jogging.  Recommend 100%",Well packaged,other,positive,Thank you for highlighting the well packaged. We're glad you're satisfied!
Great value and fit,"I was impressed.  Well packaged, easy to fit and meets its intended purpose.  Its moisture wicking is awesome.  They decently stand the test of the washing machine.  Great product for golf, mountain biking, hiking or jogging.  Recommend 100%",easy to fit,other,positive,Thank you for highlighting the easy to fit. We're glad you're satisfied!
Great value and fit,"I was impressed.  Well packaged, easy to fit and meets its intended purpose.  Its moisture wicking is awesome.  They decently stand the test of the washing machine.  Great product for golf, mountain biking, hiking or jogging.  Recommend 100%",meets its intended purpose,other,positive,Thank you for highlighting the meets its intended purpose. We're glad you're satisfied!
Great value and fit,"I was impressed.  Well packaged, easy to fit and meets its intended purpose.  Its moisture wicking is awesome.  They decently stand the test of the washing machine.  Great product for golf, mountain biking, hiking or jogging.  Recommend 100%",moisture wicking is awesome,other,positive,Thank you for highlighting the moisture wicking is awesome. We're glad you're satisfied!
Great value and fit,"I was impressed.  Well packaged, easy to fit and meets its intended purpose.  Its moisture wicking is awesome.  They decently stand the test of the washing machine.  Great product for golf, mountain biking, hiking or jogging.  Recommend 100%",stand the test of the washing machine,other,positive,Thank you for highlighting the stand the test of the washing machine. We're glad you're satisfied!
Great value and fit,"I was impressed.  Well packaged, easy to fit and meets its intended purpose.  Its moisture wicking is awesome.  They decently stand the test of the washing machine.  Great product for golf, mountain biking, hiking or jogging.  Recommend 100%","Great product for golf, mountain biking, hiking or jogging",other,positive,"Thank you for highlighting the great product for golf, mountain biking, hiking or jogging. We're glad you're satisfied!"
Fun item,Really enjoying our Eufy  Need to pick up little rugs and get a couple of cords out of the way.,Eufy,other,positive,Thank you for highlighting the eufy. We're glad you're satisfied!
Fun item,Really enjoying our Eufy  Need to pick up little rugs and get a couple of cords out of the way.,rugs,other,neutral,Thank you for sharing your thoughts on the rugs.
Fun item,Really enjoying our Eufy  Need to pick up little rugs and get a couple of cords out of the way.,cords,other,negative,We're sorry about the issues with cords. We'll work on improving this aspect!
Keep it on,Awesome,,other,positive,Thank you for your feedback!
"Mmmmmmm. Creamy, sweet, wonderful!","Rich, creamy & sweet. I got addicted to Carnation malted milk powder while I was on house arrest during Covid. My favourite way to eat it is sprinkled over vanilla ice cream with peanut butter, squished together with my spoon. Almost any milkshake is better with malt, especially carmel or butterscotch. Try it for yourself and you'll understand why everyone over a certain age used to talk about going to the drive in and  drinking malts. SMART GENERATION!!!",Richness of taste,other,positive,Thank you for highlighting the richness of taste. We're glad you're satisfied!
"Mmmmmmm. Creamy, sweet, wonderful!","Rich, creamy & sweet. I got addicted to Carnation malted milk powder while I was on house arrest during Covid. My favourite way to eat it is sprinkled over vanilla ice cream with peanut butter, squished together with my spoon. Almost any milkshake is better with malt, especially carmel or butterscotch. Try it for yourself and you'll understand why everyone over a certain age used to talk about going to the drive in and  drinking malts. SMART GENERATION!!!",Creaminess,other,positive,Thank you for highlighting the creaminess. We're glad you're satisfied!
"Mmmmmmm. Creamy, sweet, wonderful!","Rich, creamy & sweet. I got addicted to Carnation malted milk powder while I was on house arrest during Covid. My favourite way to eat it is sprinkled over vanilla ice cream with peanut butter, squished together with my spoon. Almost any milkshake is better with malt, especially carmel or butterscotch. Try it for yourself and you'll understand why everyone over a certain age used to talk about going to the drive in and  drinking malts. SMART GENERATION!!!",Sweetness,other,positive,Thank you for highlighting the sweetness. We're glad you're satisfied!
"Mmmmmmm. Creamy, sweet, wonderful!","Rich, creamy & sweet. I got addicted to Carnation malted milk powder while I was on house arrest during Covid. My favourite way to eat it is sprinkled over vanilla ice cream with peanut butter, squished together with my spoon. Almost any milkshake is better with malt, especially carmel or butterscotch. Try it for yourself and you'll understand why everyone over a certain age used to talk about going to the drive in and  drinking malts. SMART GENERATION!!!",Taste with vanilla ice cream and peanut butter,other,positive,Thank you for highlighting the taste with vanilla ice cream and peanut butter. We're glad you're satisfied!
"Mmmmmmm. Creamy, sweet, wonderful!","Rich, creamy & sweet. I got addicted to Carnation malted milk powder while I was on house arrest during Covid. My favourite way to eat it is sprinkled over vanilla ice cream with peanut butter, squished together with my spoon. Almost any milkshake is better with malt, especially carmel or butterscotch. Try it for yourself and you'll understand why everyone over a certain age used to talk about going to the drive in and  drinking malts. SMART GENERATION!!!",Compatibility with carmel or butterscotch milkshake,other,positive,Thank you for highlighting the compatibility with carmel or butterscotch milkshake. We're glad you're satisfied!
"Mmmmmmm. Creamy, sweet, wonderful!","Rich, creamy & sweet. I got addicted to Carnation malted milk powder while I was on house arrest during Covid. My favourite way to eat it is sprinkled over vanilla ice cream with peanut butter, squished together with my spoon. Almost any milkshake is better with malt, especially carmel or butterscotch. Try it for yourself and you'll understand why everyone over a certain age used to talk about going to the drive in and  drinking malts. SMART GENERATION!!!",Nostalgic value,price,positive,Thank you for highlighting the nostalgic value. We're glad you're satisfied!
It works!,"Love the method and ease of use. Plus, keeps the wine fresh for extended days on end. Works great!",method and ease of use,functionality,positive,Thank you for highlighting the method and ease of use. We're glad you're satisfied!
It works!,"Love the method and ease of use. Plus, keeps the wine fresh for extended days on end. Works great!",keeps wine fresh for extended days on end,other,positive,Thank you for highlighting the keeps wine fresh for extended days on end. We're glad you're satisfied!
It works!,"Love the method and ease of use. Plus, keeps the wine fresh for extended days on end. Works great!",works great,functionality,positive,Thank you for highlighting the works great. We're glad you're satisfied!
My Go To Holster,"Great holster for my glock 26 gen 4. The edges are super smooth and the gun clicks in tight. The carbon fiber texture slides nicely into your waistband, if I'm running out to the store or doing my everyday activities I always use this holster.",holster for Glock 26 Gen 4,other,positive,Thank you for highlighting the holster for glock 26 gen 4. We're glad you're satisfied!
My Go To Holster,"Great holster for my glock 26 gen 4. The edges are super smooth and the gun clicks in tight. The carbon fiber texture slides nicely into your waistband, if I'm running out to the store or doing my everyday activities I always use this holster.",edges are super smooth,other,positive,Thank you for highlighting the edges are super smooth. We're glad you're satisfied!
My Go To Holster,"Great holster for my glock 26 gen 4. The edges are super smooth and the gun clicks in tight. The carbon fiber texture slides nicely into your waistband, if I'm running out to the store or doing my everyday activities I always use this holster.",gun clicks in tight,other,positive,Thank you for highlighting the gun clicks in tight. We're glad you're satisfied!
My Go To Holster,"Great holster for my glock 26 gen 4. The edges are super smooth and the gun clicks in tight. The carbon fiber texture slides nicely into your waistband, if I'm running out to the store or doing my everyday activities I always use this holster.",carbon fiber texture slides nicely into waistband,other,positive,Thank you for highlighting the carbon fiber texture slides nicely into waistband. We're glad you're satisfied!
a bit snug,just a little snug on me DD breasts and a bit of a tummy but overall i like the shirt,fit,other,neutral,Thank you for sharing your thoughts on the fit.
a bit snug,just a little snug on me DD breasts and a bit of a tummy but overall i like the shirt,breast size,other,negative,We're sorry about the issues with breast size. We'll work on improving this aspect!
a bit snug,just a little snug on me DD breasts and a bit of a tummy but overall i like the shirt,tummy fit,other,negative,We're sorry about the issues with tummy fit. We'll work on improving this aspect!
a bit snug,just a little snug on me DD breasts and a bit of a tummy but overall i like the shirt,shirt quality,quality,positive,Thank you for highlighting the shirt quality. We're glad you're satisfied!
ok,ok does the job,performance,functionality,neutral,Thank you for sharing your thoughts on the performance.
LO QUE BUSCABA,Wow buen producto,producto,other,positive,Thank you for highlighting the producto. We're glad you're satisfied!
Not Very Strongly Scented.,I really wanted to like this but it was gone very quickly and didn’t have a very strong scent unfortunately. Sorry!,scent,other,negative,We're sorry about the issues with scent. We'll work on improving this aspect!
Not Very Strongly Scented.,I really wanted to like this but it was gone very quickly and didn’t have a very strong scent unfortunately. Sorry!,lasting time,other,negative,We're sorry about the issues with lasting time. We'll work on improving this aspect!
Thank you  to all fighters,My son-in-law is a volunteer fire fighter and my prayers always goes out him and the team when they go out on a call a small token of my thanks,son-in-law,other,neutral,Thank you for sharing your thoughts on the son-in-law.
Thank you  to all fighters,My son-in-law is a volunteer fire fighter and my prayers always goes out him and the team when they go out on a call a small token of my thanks,volunteer firefighter,other,positive,Thank you for highlighting the volunteer firefighter. We're glad you're satisfied!
Thank you  to all fighters,My son-in-law is a volunteer fire fighter and my prayers always goes out him and the team when they go out on a call a small token of my thanks,token of thanks,other,positive,Thank you for highlighting the token of thanks. We're glad you're satisfied!
timely,good,product quality,quality,positive,Thank you for highlighting the product quality. We're glad you're satisfied!
Smart easy and works great!,The ram traveled from Las Wegas to Norway in a weekend:-) As advertised they are splendid for my gaming and office use.,performance,functionality,positive,Thank you for highlighting the performance. We're glad you're satisfied!
Smart easy and works great!,The ram traveled from Las Wegas to Norway in a weekend:-) As advertised they are splendid for my gaming and office use.,durability,quality,neutral,Thank you for sharing your thoughts on the durability.
Smart easy and works great!,The ram traveled from Las Wegas to Norway in a weekend:-) As advertised they are splendid for my gaming and office use.,portability,other,positive,Thank you for highlighting the portability. We're glad you're satisfied!
Smart easy and works great!,The ram traveled from Las Wegas to Norway in a weekend:-) As advertised they are splendid for my gaming and office use.,suitability for gaming and office use,functionality,positive,Thank you for highlighting the suitability for gaming and office use. We're glad you're satisfied!
Works well definitely worth it,Very relaxing love it,relaxing,other,positive,Thank you for highlighting the relaxing. We're glad you're satisfied!
Works well definitely worth it,Very relaxing love it,product (it),other,positive,Thank you for highlighting the product (it). We're glad you're satisfied!
Adjustable to Smaller but,There is only one size to buy here and then it adjusts down. I never considered having a large head but I guess I have a large head. I have to cram this on. Be aware that this is not a one size fits all hat.,size options,other,negative,We're sorry about the issues with size options. We'll work on improving this aspect!
Adjustable to Smaller but,There is only one size to buy here and then it adjusts down. I never considered having a large head but I guess I have a large head. I have to cram this on. Be aware that this is not a one size fits all hat.,adjustability,other,neutral,Thank you for sharing your thoughts on the adjustability.
Simplicity,My family used to purchase C batteries fkr our kids toys. The down side to that was that they were expensive. Ever since we found this brand we have not gone through as many. Having rechargeable batteries has simplified things and it has also saved us money.,Cost-effectiveness,price,positive,Thank you for highlighting the cost-effectiveness. We're glad you're satisfied!
Simplicity,My family used to purchase C batteries fkr our kids toys. The down side to that was that they were expensive. Ever since we found this brand we have not gone through as many. Having rechargeable batteries has simplified things and it has also saved us money.,Sustainability (rechargeable batteries),other,positive,Thank you for highlighting the sustainability (rechargeable batteries). We're glad you're satisfied!
I love this!!! So happy I bought it!!,Love it!!,,other,positive,Thank you for your feedback!
Love This Nightlight,"I love this nightlight! It looks really nice (I got the nickel finish), it comes right on when you turn the lights out. Has many colors and is bright enough to light the bathroom at night.",appearance (looks nice),appearance,positive,Thank you for highlighting the appearance (looks nice). We're glad you're satisfied!
Love This Nightlight,"I love this nightlight! It looks really nice (I got the nickel finish), it comes right on when you turn the lights out. Has many colors and is bright enough to light the bathroom at night.",lighting (comes right on),other,positive,Thank you for highlighting the lighting (comes right on). We're glad you're satisfied!
Love This Nightlight,"I love this nightlight! It looks really nice (I got the nickel finish), it comes right on when you turn the lights out. Has many colors and is bright enough to light the bathroom at night.",color options,appearance,positive,Thank you for highlighting the color options. We're glad you're satisfied!
Love This Nightlight,"I love this nightlight! It looks really nice (I got the nickel finish), it comes right on when you turn the lights out. Has many colors and is bright enough to light the bathroom at night.",brightness (bright enough to light the bathroom),other,positive,Thank you for highlighting the brightness (bright enough to light the bathroom). We're glad you're satisfied!
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,good brush,other,positive,Thank you for highlighting the good brush. We're glad you're satisfied!
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,purchase,other,positive,Thank you for highlighting the purchase. We're glad you're satisfied!
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,sturdy,other,positive,Thank you for highlighting the sturdy. We're glad you're satisfied!
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,built to last,other,positive,Thank you for highlighting the built to last. We're glad you're satisfied!
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,grease (functionality),functionality,positive,Thank you for highlighting the grease (functionality). We're glad you're satisfied!
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,wider paddle,other,neutral,Thank you for sharing your thoughts on the wider paddle.
Really love this brush!,I already knew this would be a good brush prior to buying but I am happy with the purchase.  I may go back and get a wider one though.  I have fine hair and it works grea0t but the wider paddle may have been more appropriate for my hair type. Other than that it's very sturdy and definitely built to last.,hair type compatibility,other,neutral,Thank you for sharing your thoughts on the hair type compatibility.
Love it,"Okayyy this is my holy grail. Clean, fresh and not leave dry skin. Will buy again",Clean,other,positive,Thank you for highlighting the clean. We're glad you're satisfied!
Love it,"Okayyy this is my holy grail. Clean, fresh and not leave dry skin. Will buy again",Fresh,other,positive,Thank you for highlighting the fresh. We're glad you're satisfied!
Love it,"Okayyy this is my holy grail. Clean, fresh and not leave dry skin. Will buy again",Not leave dry skin,other,positive,Thank you for highlighting the not leave dry skin. We're glad you're satisfied!
Great stuff,This has helped with pain in my shoulder and back.,pain relief in shoulder,other,positive,Thank you for highlighting the pain relief in shoulder. We're glad you're satisfied!
Great stuff,This has helped with pain in my shoulder and back.,pain relief in back,other,positive,Thank you for highlighting the pain relief in back. We're glad you're satisfied!
Worth spending money,Nice stuff.,product quality,quality,neutral,Thank you for sharing your thoughts on the product quality.
Awesome,Great item looks great and it’s easy to install,looks great,appearance,positive,Thank you for highlighting the looks great. We're glad you're satisfied!
Awesome,Great item looks great and it’s easy to install,easy to install,other,positive,Thank you for highlighting the easy to install. We're glad you're satisfied!
A decent purchase in 2021,The phone itself is pretty fast still in 2021. Not much random weird apps included with the phone except for apps PC utility and Phone check. The phone itself has only glitch out on me once so far. The fingerprint reader works 4/5 times and the battery life is enough for one day.,speed,other,positive,Thank you for highlighting the speed. We're glad you're satisfied!
A decent purchase in 2021,The phone itself is pretty fast still in 2021. Not much random weird apps included with the phone except for apps PC utility and Phone check. The phone itself has only glitch out on me once so far. The fingerprint reader works 4/5 times and the battery life is enough for one day.,apps included with phone,other,neutral,Thank you for sharing your thoughts on the apps included with phone.
A decent purchase in 2021,The phone itself is pretty fast still in 2021. Not much random weird apps included with the phone except for apps PC utility and Phone check. The phone itself has only glitch out on me once so far. The fingerprint reader works 4/5 times and the battery life is enough for one day.,glitches,other,positive,Thank you for highlighting the glitches. We're glad you're satisfied!
A decent purchase in 2021,The phone itself is pretty fast still in 2021. Not much random weird apps included with the phone except for apps PC utility and Phone check. The phone itself has only glitch out on me once so far. The fingerprint reader works 4/5 times and the battery life is enough for one day.,fingerprint reader reliability,other,neutral,Thank you for sharing your thoughts on the fingerprint reader reliability.
A decent purchase in 2021,The phone itself is pretty fast still in 2021. Not much random weird apps included with the phone except for apps PC utility and Phone check. The phone itself has only glitch out on me once so far. The fingerprint reader works 4/5 times and the battery life is enough for one day.,battery life,other,positive,Thank you for highlighting the battery life. We're glad you're satisfied!
Fit my son perfectly,Perfect fit. Hard to find size 31 so very happy with these.,fit,other,positive,Thank you for highlighting the fit. We're glad you're satisfied!
Fit my son perfectly,Perfect fit. Hard to find size 31 so very happy with these.,size availability (size 31),other,positive,Thank you for highlighting the size availability (size 31). We're glad you're satisfied!
Terribly unhappy,This is horrible to put together. I wish I had never bought it. The wooden dowels break and the surface breaks.  It’s horrible.  I need a replacement,Assembly,other,negative,We're sorry about the issues with assembly. We'll work on improving this aspect!
Terribly unhappy,This is horrible to put together. I wish I had never bought it. The wooden dowels break and the surface breaks.  It’s horrible.  I need a replacement,Durability,quality,negative,We're sorry about the issues with durability. We'll work on improving this aspect!
Terribly unhappy,This is horrible to put together. I wish I had never bought it. The wooden dowels break and the surface breaks.  It’s horrible.  I need a replacement,Quality,quality,negative,We're sorry about the issues with quality. We'll work on improving this aspect!
Great,I put them on the side of my fridge and they have worked perfectly so far,product functionality,functionality,positive,Thank you for highlighting the product functionality. We're glad you're satisfied!
Great,I put them on the side of my fridge and they have worked perfectly so far,placement options (side of fridge),other,positive,Thank you for highlighting the placement options (side of fridge). We're glad you're satisfied!
