reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Nice,The way its setup I can plug more large plugs in.,positive,neutral,['nice'],{'nice': 'positive'},"['large', 'plugs', 'setup', 'way']","{'large': 'neutral', 'plugs': 'neutral', 'setup': 'neutral', 'way': 'neutral'}"
"This is a very bad cooker , do not buy this item","THIS is a very bad cooker, it will burn your finger tips if you touch the outside of the pot, even on low setting. Warranty is only good  if YOU pay for return  shipping costs.",negative,negative,"['bad', 'cooker', 'item']","{'bad': 'negative', 'cooker': 'negative', 'item': 'negative'}","['finger', 'warranty', 'setting', 'cooker', 'good', 'low', 'costs', 'bad', 'this', 'pot', 'return', 'shipping', 'outside', 'you']","{'finger': 'negative', 'warranty': 'negative', 'setting': 'negative', 'cooker': 'negative', 'good': 'negative', 'low': 'negative', 'costs': 'negative', 'bad': 'negative', 'this': 'negative', 'pot': 'negative', 'return': 'negative', 'shipping': 'negative', 'outside': 'negative', 'you': 'negative'}"
Not happy with these,I usually like this brand but these ones seemed different in texture and make your face look white the original ones never did this and were thicker in texture.,negative,positive,['happy'],{'happy': 'negative'},"['different', 'original', 'face', 'texture', 'brand', 'ones', 'white']","{'different': 'positive', 'original': 'positive', 'face': 'positive', 'texture': 'positive', 'brand': 'positive', 'ones': 'positive', 'white': 'positive'}"
A classic favorite,"Classic, sexy scent. Great casually & date nights",positive,positive,"['favorite', 'classic']","{'favorite': 'positive', 'classic': 'positive'}","['sexy', 'great', 'scent', 'date', 'nights', 'classic']","{'sexy': 'positive', 'great': 'positive', 'scent': 'positive', 'date': 'positive', 'nights': 'positive', 'classic': 'positive'}"
Easy and fun,What I love about the slime kit is that they don’t have to actually make the slime but rather mix in fun little things to make the slime more fun. My daughter loves the kit.,positive,positive,"['easy', 'fun']","{'easy': 'positive', 'fun': 'positive'}","['’', 'little', 'fun', 'mix', 'daughter', 'things', 'kit', 'slime', 't']","{'’': 'positive', 'little': 'positive', 'fun': 'positive', 'mix': 'positive', 'daughter': 'positive', 'things': 'positive', 'kit': 'positive', 'slime': 'positive', 't': 'positive'}"
Love it,Really good,neutral,positive,[],{},['good'],{'good': 'positive'}
Arrived completely smashed,Came in completely smashed! Teeny Tiny shards of glass are everywhere!,neutral,neutral,['arrived'],{'arrived': 'neutral'},"['teeny', 'came', 'shards', 'tiny', 'glass']","{'teeny': 'neutral', 'came': 'neutral', 'shards': 'neutral', 'tiny': 'neutral', 'glass': 'neutral'}"
DAMN!!!,....just trust me,negative,positive,['damn'],{'damn': 'negative'},['....'],{'....': 'positive'}
Pump doesn't work!!,I love the smell of this but the pump doesn't work and this is the second one from Hemps Lotion that is defective! Go back to your original pump that didn't have this issue! It's too much of a hassle to return it and hope to get one that works!,neutral,positive,['pump'],{'pump': 'neutral'},"['issue', 'original', 'pump', 'much', 'hemps', 'defective', 'hassle', 'smell', 'lotion', 'second']","{'issue': 'positive', 'original': 'positive', 'pump': 'positive', 'much': 'positive', 'hemps': 'positive', 'defective': 'positive', 'hassle': 'positive', 'smell': 'positive', 'lotion': 'positive', 'second': 'positive'}"
Stops working very quickly,"One thing I will say, it’s easy to install. However, I literally just got my lights and it has been no more than two months and they are broken already. They stopped working. The lights are a nice touch in your car but do not plan to have this long term.",negative,negative,['stops'],{'stops': 'negative'},"['broken', 'months', 'touch', 'thing', 'easy', 'lights', 'car', 'term', 'nice', 's', 'long']","{'broken': 'negative', 'months': 'negative', 'touch': 'negative', 'thing': 'negative', 'easy': 'positive', 'lights': 'negative', 'car': 'negative', 'term': 'negative', 'nice': 'positive', 's': 'negative', 'long': 'negative'}"
Nice but super deep,"I must not have noticed that this is a DEEP pan meaning the pan portion is more like a bowl. There are good an bad points to that....for one, you can fit way more stuff in here to sautee without flipping stuff out of the pan. However, it also makes it harder to flip things like eggs or pancakes.",positive,positive,"['deep', 'super', 'nice']","{'deep': 'positive', 'super': 'positive', 'nice': 'positive'}","['points', 'deep', 'good', 'pancakes', 'way', 'things', 'bad', 'eggs', 'portion', 'bowl', 'stuff', 'pan', '....']","{'points': 'positive', 'deep': 'positive', 'good': 'positive', 'pancakes': 'positive', 'way': 'positive', 'things': 'positive', 'bad': 'positive', 'eggs': 'positive', 'portion': 'positive', 'bowl': 'positive', 'stuff': 'positive', 'pan': 'positive', '....': 'positive'}"
Awesome,These things are well worth the money. Got them for my teenage daughters room and they exceeded my expectations. Will definitely order again if needed.,positive,positive,['awesome'],{'awesome': 'positive'},"['order', 'expectations', 'teenage', 'got', 'things', 'money', 'will', 'daughters', 'room']","{'order': 'positive', 'expectations': 'positive', 'teenage': 'positive', 'got': 'positive', 'things': 'positive', 'money': 'positive', 'will': 'positive', 'daughters': 'positive', 'room': 'positive'}"
works as advertised,"heat shield attached, rated for 100a",neutral,neutral,"['advertised', 'works']","{'advertised': 'neutral', 'works': 'neutral'}","['heat', 'shield']","{'heat': 'neutral', 'shield': 'neutral'}"
Great holster!,"I like the extra protection a holster provides when I'm out and about, but I also really like my silicon magsafe case. This holster gives me both. It looks nice and appears to be well made and sturdy.",positive,positive,"['holster', 'great']","{'holster': 'positive', 'great': 'positive'}","['silicon', 'case', 'holster', 'magsafe', 'extra', 'sturdy', 'nice', 'protection']","{'silicon': 'positive', 'case': 'positive', 'holster': 'positive', 'magsafe': 'positive', 'extra': 'positive', 'sturdy': 'positive', 'nice': 'positive', 'protection': 'positive'}"
Buy them. Stop thinking about it and buy them.,"I have never recommended a product more than this loofa, I’ve sent the product link to at least a dozen people. I bought them mid-January and my love for it has only grown. I feel like a freaking dolphin. My skin is amazing, I didn’t even know it could be this soft. It’s like I did a full body sugar scrub but without the effort or cost. Buy them. Buy them now.",neutral,positive,[],{},"['soft', 'product', 'people', 'amazing', 've', 'love', 'cost', 't', 'mid-january', 'link', 'dolphin', 'sugar', 'skin', 'scrub', 'body', 'freaking', 'dozen', '’', 'loofa', 'full', 'effort']","{'soft': 'positive', 'product': 'positive', 'people': 'positive', 'amazing': 'positive', 've': 'positive', 'love': 'positive', 'cost': 'positive', 't': 'positive', 'mid-january': 'positive', 'link': 'positive', 'dolphin': 'positive', 'sugar': 'positive', 'skin': 'positive', 'scrub': 'positive', 'body': 'positive', 'freaking': 'positive', 'dozen': 'positive', '’': 'positive', 'loofa': 'positive', 'full': 'positive', 'effort': 'positive'}"
amazing product,amazing product that i ordered more lights to do my bedroom,positive,positive,"['amazing', 'product']","{'amazing': 'positive', 'product': 'positive'}","['i', 'lights', 'product', 'bedroom']","{'i': 'positive', 'lights': 'positive', 'product': 'positive', 'bedroom': 'positive'}"
Cereal wasn't put in a box,"My package was not a box....took forever to get here and when it did oh my goodness so messed up...was in a yellow millia folder ,torn , cereal box torn and mashed.....cereal bag got a hole somewhere, somehow, ..it was a mess",neutral,negative,"['cereal', 'box']","{'cereal': 'neutral', 'box': 'neutral'}","['yellow', 'millia', 'folder', 'box', 'mess', 'package', 'cereal', '.....', 'goodness', 'hole', 'torn', 'bag', '....']","{'yellow': 'negative', 'millia': 'negative', 'folder': 'negative', 'box': 'negative', 'mess': 'negative', 'package': 'negative', 'cereal': 'negative', '.....': 'negative', 'goodness': 'negative', 'hole': 'negative', 'torn': 'negative', 'bag': 'negative', '....': 'negative'}"
Great watch,"Keeps really good time (It's a Casio).  Looks beautiful. Perfect size.  It is easy to read in daylight.  At night it is tougher for me to read, as my eyes are old. But it is now the watch I wear the most and it was a great bargain.",positive,positive,"['watch', 'great']","{'watch': 'positive', 'great': 'positive'}","['eyes', 'size', 'old', 'watch', 'good', 'casio', 'perfect', 'night', 'beautiful', 'easy', 'bargain', 'daylight', 'keeps', 'great', 'time']","{'eyes': 'positive', 'size': 'positive', 'old': 'positive', 'watch': 'positive', 'good': 'positive', 'casio': 'positive', 'perfect': 'positive', 'night': 'positive', 'beautiful': 'positive', 'easy': 'positive', 'bargain': 'positive', 'daylight': 'positive', 'keeps': 'positive', 'great': 'positive', 'time': 'positive'}"
This is the VERY best tuxedo!!!!!! Look no further....,"This is the VERY best tuxedo choice for any man that wants to look and feel great when attending any formal event.  I was initially concerned about the quality since the price was so affordable. However, I’m really impressed with the quality and design of the tuxedo. It looks exactly as shown in the pictures and the quality is very superb.  The fabric feels just as nice at the ones you rent but you get to keep yours and wear it over and over again!  The pants are unhemmed so you can get your local tailor to hem them to meet your preferred length.  Overall, I give this a thousand stars because the tux is very well made, the price is super affordable and the customer service is superb.  They respond to your questions very quickly and help you find the right size based on your body measurements.  I love them so much that I ordered eight of them for my groom and all his groomsmen for our upcoming wedding.  I highly recommend this tuxedo.  Father’s day is coming up and this is an excellent option for a father’s day gift.  You can use it for weddings, funerals, Prom, Formal dinners, Cruises and just about any occasion.",positive,positive,"['very', 'further', 'tuxedo', '....']","{'very': 'positive', 'further': 'positive', 'tuxedo': 'positive', '....': 'positive'}","['m', 'affordable', 'option', 'customer', 'questions', 'event', 'measurements', 'pictures', 'stars', 'ones', 'superb', 'tuxedo', 'pants', 'wedding', 'impressed', 'nice', 'dinners', 'right', 'price', 'preferred', 'prom', 'great', 'quality', 'size', 'excellent', 'body', 'gift', 'funerals', 'tailor', 'overall', 'much', 'weddings', 'occasion', 'yours', 'upcoming', 'feels', 'service', 's', 'fabric', 'formal', 'man', '’', 'super', 'local', 'very', 'groom', 'tux', 'day', 'father', 'length', 'design', 'groomsmen', 'cruises', 'choice']","{'m': 'positive', 'affordable': 'positive', 'option': 'positive', 'customer': 'positive', 'questions': 'positive', 'event': 'positive', 'measurements': 'positive', 'pictures': 'positive', 'stars': 'positive', 'ones': 'positive', 'superb': 'positive', 'tuxedo': 'positive', 'pants': 'positive', 'wedding': 'positive', 'impressed': 'positive', 'nice': 'positive', 'dinners': 'positive', 'right': 'positive', 'price': 'positive', 'preferred': 'positive', 'prom': 'positive', 'great': 'positive', 'quality': 'positive', 'size': 'positive', 'excellent': 'positive', 'body': 'positive', 'gift': 'positive', 'funerals': 'positive', 'tailor': 'positive', 'overall': 'positive', 'much': 'positive', 'weddings': 'positive', 'occasion': 'positive', 'yours': 'positive', 'upcoming': 'positive', 'feels': 'positive', 'service': 'positive', 's': 'positive', 'fabric': 'positive', 'formal': 'positive', 'man': 'positive', '’': 'positive', 'super': 'positive', 'local': 'positive', 'very': 'positive', 'groom': 'positive', 'tux': 'positive', 'day': 'positive', 'father': 'positive', 'length': 'positive', 'design': 'positive', 'groomsmen': 'positive', 'cruises': 'positive', 'choice': 'positive'}"
Didn't work for me,"Boxes wouldn't stay in tact, kept falling apart and I still had problems.  A waste.",neutral,negative,['did'],{'did': 'neutral'},"['waste', 'problems', 'boxes', 'tact']","{'waste': 'negative', 'problems': 'negative', 'boxes': 'negative', 'tact': 'negative'}"
Perfect match with my living room rugs.,Love the design.they look great with the large rug and runner I have.,positive,positive,"['rugs', 'perfect', 'match', 'living', 'room']","{'rugs': 'positive', 'perfect': 'positive', 'match': 'positive', 'living': 'positive', 'room': 'positive'}","['rug', 'runner', 'large', 'design.they', 'great']","{'rug': 'positive', 'runner': 'positive', 'large': 'positive', 'design.they': 'positive', 'great': 'positive'}"
Too big i returned it,Nice but too big,neutral,positive,"['big', 'i', 'too']","{'big': 'neutral', 'i': 'neutral', 'too': 'neutral'}","['big', 'nice']","{'big': 'positive', 'nice': 'positive'}"
Factory mistake.,Look at the assembly mistake on the top row. I can only use 3/4. I really needed that 4th one. Not happy.,neutral,negative,"['mistake', 'factory']","{'mistake': 'negative', 'factory': 'neutral'}","['happy', 'assembly', 'row', 'mistake', 'look', 'top']","{'happy': 'negative', 'assembly': 'negative', 'row': 'negative', 'mistake': 'negative', 'look': 'negative', 'top': 'positive'}"
Do not buy leaks!!,Leaks! We used it for the first time since we bought it and no matter what we do we can’t tighten it enough. Its on tight but it still shoots out water!!!,neutral,negative,"['leaks', 'do']","{'leaks': 'neutral', 'do': 'neutral'}","['leaks', 'water', 'tight', 'first', 'matter', 'time']","{'leaks': 'negative', 'water': 'negative', 'tight': 'negative', 'first': 'negative', 'matter': 'negative', 'time': 'negative'}"
Way overpriced,Way overpriced.,neutral,neutral,['way'],{'way': 'neutral'},['way'],{'way': 'neutral'}
Es más barato en otros lados.,Motiva mucho a los niños a usarlo,neutral,neutral,"['otros', 'es', 'más', 'lados', 'barato']","{'otros': 'neutral', 'es': 'neutral', 'más': 'neutral', 'lados': 'neutral', 'barato': 'neutral'}","['usarlo', 'los', 'motiva']","{'usarlo': 'neutral', 'los': 'neutral', 'motiva': 'neutral'}"
The RIGHT tool to buy.,Guide pin size selection is excellent.  Functioned perfectly as designed and advertised,neutral,positive,"['tool', 'right']","{'tool': 'neutral', 'right': 'neutral'}","['selection', 'size', 'excellent', 'guide', 'pin']","{'selection': 'positive', 'size': 'positive', 'excellent': 'positive', 'guide': 'positive', 'pin': 'positive'}"
Easy to use,They are easy to work with. And product turns out great.,positive,positive,['easy'],{'easy': 'positive'},"['easy', 'product', 'great']","{'easy': 'positive', 'product': 'positive', 'great': 'positive'}"
WORKS WELL!!,Product works well and it is easy to use!!,neutral,positive,"['well', 'works']","{'well': 'positive', 'works': 'neutral'}","['easy', 'product']","{'easy': 'positive', 'product': 'positive'}"
Perfect,So adorable.,positive,positive,['perfect'],{'perfect': 'positive'},['adorable'],{'adorable': 'positive'}
Not what I ordered,I ordered 24 pieces and only received 4,neutral,neutral,[],{},['pieces'],{'pieces': 'neutral'}
if I can give a negative star I would,The product leaked all over the bottom of the box as shown in the delivery picture once open it all in the plastic bag.,negative,negative,"['negative', 'star']","{'negative': 'negative', 'star': 'negative'}","['picture', 'box', 'product', 'plastic', 'open', 'delivery', 'bottom', 'bag']","{'picture': 'negative', 'box': 'negative', 'product': 'negative', 'plastic': 'negative', 'open': 'negative', 'delivery': 'negative', 'bottom': 'negative', 'bag': 'negative'}"
paper wishes is great,"I've been getting these cards and envelopes from paper wishes for years, if I had known they were coming from paper wishes i would have just ordered from them but I am very happy with them, and the envelopes are big enough to fit  the card even with layers, foam tape and embellishments",positive,positive,"['wishes', 'paper', 'great']","{'wishes': 'positive', 'paper': 'positive', 'great': 'positive'}","['wishes', 'embellishments', 'layers', 'years', 'happy', 'card', 'foam', 'cards', 'envelopes', 'big', 'paper', 'tape']","{'wishes': 'positive', 'embellishments': 'positive', 'layers': 'positive', 'years': 'positive', 'happy': 'positive', 'card': 'positive', 'foam': 'positive', 'cards': 'positive', 'envelopes': 'positive', 'big': 'positive', 'paper': 'positive', 'tape': 'positive'}"
Pockets do not stay closed with the current velcro.,"I work in a Safeway Fuel Station in Newport, WA.  My boss purchased a Dib Safety Vest for me previously.  I ordered another one so I would not have to wash the one I already have so frequently.  My only complaint is that the pockets do not stay closed with the velcro.  I am forever trying to re-close them.  Otherwise, I love everything else about the vest.",neutral,positive,"['current', 'velcro', 'pockets']","{'current': 'neutral', 'velcro': 'neutral', 'pockets': 'neutral'}","['dib', 'vest', 'pockets', 'velcro', 'fuel', 'boss', 'safety', 'only', 'station', 'wa', 'newport', 'so', 'everything', 'safeway', 'complaint']","{'dib': 'positive', 'vest': 'positive', 'pockets': 'positive', 'velcro': 'positive', 'fuel': 'positive', 'boss': 'positive', 'safety': 'positive', 'only': 'positive', 'station': 'positive', 'wa': 'positive', 'newport': 'positive', 'so': 'positive', 'everything': 'positive', 'safeway': 'positive', 'complaint': 'positive'}"
Don’t waste your money,Piece of cloth with no cooling observed whatsoever.,negative,negative,"['money', 'don', '’']","{'money': 'negative', 'don': 'negative', '’': 'negative'}","['cloth', 'piece']","{'cloth': 'negative', 'piece': 'negative'}"
I love this soap,This soap works great !,positive,positive,['soap'],{'soap': 'positive'},"['soap', 'great']","{'soap': 'positive', 'great': 'positive'}"
Needs some tweaking,"I purchased this as only a rear support harness.  If it is not attached to anything at the front half of the body it will slide off my dog rather easily.  I also had to modify the belly band because, despite the u shaped area for male dogs, it continually got peed on.  I ended up just wrapping the whole belly band with self adhesive wrap to keep that piece out of the way.  It's not perfect but it works for now.  It is far superior to not having anything at all and provides good stability for my DM Boxer.",neutral,positive,['tweaking'],{'tweaking': 'neutral'},"['band', 'support', 'good', 'dogs', 'adhesive', 'rear', 'superior', 'way', 'dm', 'harness', 'body', 'dog', 'whole', 'perfect', 'piece', 'area', 'front', 'u', 'anything', 'half', 'wrap', 'male', 'stability', 'boxer']","{'band': 'positive', 'support': 'positive', 'good': 'positive', 'dogs': 'positive', 'adhesive': 'positive', 'rear': 'positive', 'superior': 'positive', 'way': 'positive', 'dm': 'positive', 'harness': 'positive', 'body': 'positive', 'dog': 'positive', 'whole': 'positive', 'perfect': 'positive', 'piece': 'positive', 'area': 'positive', 'front': 'positive', 'u': 'positive', 'anything': 'positive', 'half': 'positive', 'wrap': 'positive', 'male': 'positive', 'stability': 'positive', 'boxer': 'positive'}"
works well,easy to use and a “MUST HAVE” to reset TPMS system after moving tires to different position,positive,positive,['works'],{'works': 'positive'},"['position', 'have', 'tpms', 'different', '”', 'system', 'easy', '“', 'must', 'tires']","{'position': 'positive', 'have': 'positive', 'tpms': 'positive', 'different': 'positive', '”': 'positive', 'system': 'positive', 'easy': 'positive', '“': 'positive', 'must': 'positive', 'tires': 'positive'}"
WOW! KEiiD Nailed It!,"The sound quality is everything I was hoping for. Rich, warm Bass, Crisp, clean Treble. Every song sounds better than I expected, so I keep going from one favorite song to the next. The controls are easy to figure out and when you ask it to do something, it does it instantly. It has plenty of volume. Half way up, is all the distortion free volume my ears can handle. Everything about this machine just shouts: ""High quality and very well thought out.""",positive,positive,"['keiid', 'wow']","{'keiid': 'positive', 'wow': 'positive'}","['machine', 'easy', 'every', 'next', 'free', 'plenty', 'crisp', 'bass', 'high', 'way', 'treble', 'song', 'rich', 'quality', 'sound', 'favorite', 'distortion', 'clean', 'something', 'everything', 'warm', 'volume', 'controls', 'ears']","{'machine': 'positive', 'easy': 'positive', 'every': 'positive', 'next': 'positive', 'free': 'positive', 'plenty': 'positive', 'crisp': 'positive', 'bass': 'positive', 'high': 'positive', 'way': 'positive', 'treble': 'positive', 'song': 'positive', 'rich': 'positive', 'quality': 'positive', 'sound': 'positive', 'favorite': 'positive', 'distortion': 'positive', 'clean': 'positive', 'something': 'positive', 'everything': 'positive', 'warm': 'positive', 'volume': 'positive', 'controls': 'positive', 'ears': 'positive'}"
TaoTronics vs Homech Tower Fan,"They are almost identical. Homech is slightly taller and narrower but a bit nosier, and the bottoms are located on the top, not in the front like TaoTronic so this is just personal preference. The base, both are not very steady. Personally, I like TaoTronics a bit more.",positive,positive,"['tower', 'taotronics', 'homech', 'fan']","{'tower': 'positive', 'taotronics': 'positive', 'homech': 'positive', 'fan': 'positive'}","['base', 'bit', 'homech', 'front', 'taotronic', 'identical', 'preference', 'bottoms', 'taotronics', 'personal', 'nosier', 'taller', 'top', 'steady']","{'base': 'positive', 'bit': 'positive', 'homech': 'positive', 'front': 'positive', 'taotronic': 'positive', 'identical': 'positive', 'preference': 'positive', 'bottoms': 'positive', 'taotronics': 'positive', 'personal': 'positive', 'nosier': 'positive', 'taller': 'positive', 'top': 'positive', 'steady': 'positive'}"
Working Great,"Working great, no complaints",positive,neutral,['great'],{'great': 'positive'},"['complaints', 'great']","{'complaints': 'negative', 'great': 'positive'}"
Fit,Would not fit over my teeth to short from  top to bottom,positive,neutral,['fit'],{'fit': 'positive'},"['teeth', 'top']","{'teeth': 'negative', 'top': 'positive'}"
Just get it,"I love everything about it, especially the adjustable clip. Is much thinner than other holster I've tried making is more comfortable and less noticeable",neutral,positive,[],{},"['comfortable', 'noticeable', 'holster', 'adjustable', 'much', 'other', 'clip', 'everything', 'making']","{'comfortable': 'positive', 'noticeable': 'positive', 'holster': 'positive', 'adjustable': 'positive', 'much': 'positive', 'other': 'positive', 'clip': 'positive', 'everything': 'positive', 'making': 'positive'}"
Does the job just fine,"We recently ran out of butane on our old flexible neck gas lighter, which has lasted us near a decade (we obviously don't light many things, other than the occasional birthday candles). Decided to see what's new in the world of lighter technology and saw these newfangled plasma arc lighters and had to give it a try. This brand seems to have the most established presence, and I chose this model because of the extra safety slider over the activation button (seems a bit more failsafe when this goes into a drawer). The lighter does the job just fine, lighting candles with ease. We've already made use of it several times due to a couple recent unexpected power outages. Not sure how well the tip will stand up over time, but it's nice not having to get butane refills.",positive,positive,"['job', 'fine']","{'job': 'positive', 'fine': 'positive'}","['activation', 'candles', 'butane', 'brand', 'use', 'unexpected', 'sure', 'time', 'occasional', 'ease', 'several', 'old', 'things', 'tip', 'drawer', 'other', 'nice', 'couple', 'presence', 'neck', 'power', 'decade', 'world', 'slider', 'flexible', 'safety', 'button', 'technology', 'many', 'lighters', 'model', 'birthday', 'established', 'job', 'fine', 'failsafe', 'arc', 'times', 'try', 'due', 'recent', 'outages', 'refills', 'extra', 'lighter', 'plasma', 'new', 'gas']","{'activation': 'positive', 'candles': 'positive', 'butane': 'positive', 'brand': 'positive', 'use': 'positive', 'unexpected': 'positive', 'sure': 'positive', 'time': 'positive', 'occasional': 'positive', 'ease': 'positive', 'several': 'positive', 'old': 'positive', 'things': 'positive', 'tip': 'positive', 'drawer': 'positive', 'other': 'positive', 'nice': 'positive', 'couple': 'positive', 'presence': 'positive', 'neck': 'positive', 'power': 'positive', 'decade': 'positive', 'world': 'positive', 'slider': 'positive', 'flexible': 'positive', 'safety': 'positive', 'button': 'positive', 'technology': 'positive', 'many': 'positive', 'lighters': 'positive', 'model': 'positive', 'birthday': 'positive', 'established': 'positive', 'job': 'positive', 'fine': 'positive', 'failsafe': 'positive', 'arc': 'positive', 'times': 'positive', 'try': 'positive', 'due': 'positive', 'recent': 'positive', 'outages': 'positive', 'refills': 'positive', 'extra': 'positive', 'lighter': 'positive', 'plasma': 'positive', 'new': 'positive', 'gas': 'positive'}"
Perfect Part,This part was a perfect fit for my Chevy S10. I have installed the part and it does the job quit well. I now have all my blower speeds for my air and heat in the truck. Thanks,positive,positive,"['perfect', 'part']","{'perfect': 'positive', 'part': 'positive'}","['truck', 'job', 'blower', 'perfect', 'air', 'fit', 'chevy', 'part', 'thanks', 's10', 'speeds', 'heat', 'quit']","{'truck': 'positive', 'job': 'positive', 'blower': 'positive', 'perfect': 'positive', 'air': 'positive', 'fit': 'positive', 'chevy': 'positive', 'part': 'positive', 'thanks': 'positive', 's10': 'positive', 'speeds': 'positive', 'heat': 'positive', 'quit': 'positive'}"
Light brown color is more reddish brown,"Tried this because it's cheaper than my usual brand. It works ok, however the light brown is more of a medium reddish brown.",neutral,positive,"['color', 'brown', 'reddish', 'light']","{'color': 'neutral', 'brown': 'neutral', 'reddish': 'neutral', 'light': 'neutral'}","['usual', 'medium', 'brand', 'light', 'brown', 'reddish']","{'usual': 'positive', 'medium': 'positive', 'brand': 'positive', 'light': 'positive', 'brown': 'positive', 'reddish': 'positive'}"
Beat buy,Great work right away,neutral,positive,['beat'],{'beat': 'neutral'},"['great', 'work']","{'great': 'positive', 'work': 'positive'}"
love love love!!!,"last year i lost my childhood best friend, i’ve wanted something in memory of her for awhile now and couldn’t decide on what to buy. i ran across these necklaces while scrolling through Amazon, i cant even begin to put into to words how much i love it. it doesn’t replace her but its something small to carry around and keep her memory with me.",positive,positive,['love'],{'love': 'positive'},"['i', '’', 'words', 'memory', 'friend', 'childhood', 'decide', 'small', 'last', 've', 'necklaces', 'awhile', 'something', 'year', 'amazon', 'much', 't']","{'i': 'positive', '’': 'positive', 'words': 'positive', 'memory': 'positive', 'friend': 'positive', 'childhood': 'positive', 'decide': 'positive', 'small': 'positive', 'last': 'positive', 've': 'positive', 'necklaces': 'positive', 'awhile': 'positive', 'something': 'positive', 'year': 'positive', 'amazon': 'positive', 'much': 'positive', 't': 'positive'}"
Double door dilemma,"I was replacing the same unit that went bad.  Water somehow got in and corroded the battery terminals.  Hope it won't happen on the replacement.  It was hard to get the second door programmed, I found the steps a little confusing.  Now it's programmed, it will only operate one door ""at a time"", meaning if I operate door 1, I can't operate door 2 right away, I need to wait until the remote is no longer working door 1 so I can input the code and select door 2.  A bit of a pain.",negative,negative,"['double', 'dilemma', 'door']","{'double': 'negative', 'dilemma': 'negative', 'door': 'negative'}","['water', 'battery', 'bad', 'steps', 'time', 'second', 'bit', 'replacement', 'unit', 'select', 'same', 'pain', 'terminals', 'confusing', 'door', 'somehow', 'little', 'code', 'remote', 'hard']","{'water': 'negative', 'battery': 'negative', 'bad': 'negative', 'steps': 'negative', 'time': 'negative', 'second': 'negative', 'bit': 'negative', 'replacement': 'negative', 'unit': 'negative', 'select': 'negative', 'same': 'negative', 'pain': 'negative', 'terminals': 'negative', 'confusing': 'negative', 'door': 'negative', 'somehow': 'negative', 'little': 'negative', 'code': 'negative', 'remote': 'negative', 'hard': 'negative'}"
No bones in soup,Prevents any bony remnants from turning up in soup (aargh). Great way to add flavorful spices while keeping broth clear and uniform.,negative,positive,"['bones', 'soup']","{'bones': 'negative', 'soup': 'negative'}","['remnants', 'clear', 'spices', 'way', 'flavorful', 'uniform', 'prevents', 'soup', 'great', 'aargh', 'bony']","{'remnants': 'positive', 'clear': 'positive', 'spices': 'positive', 'way': 'positive', 'flavorful': 'positive', 'uniform': 'positive', 'prevents': 'positive', 'soup': 'positive', 'great': 'positive', 'aargh': 'positive', 'bony': 'positive'}"
"Great vaule,  great price, great lights",Loved these lights!!! Better and brighter than the first one I bought. 4 lights really make a difference!!! Light up my garage and highly recommend!,positive,positive,"['price', 'vaule', 'lights', 'great']","{'price': 'positive', 'vaule': 'positive', 'lights': 'positive', 'great': 'positive'}","['difference', 'first', 'lights', 'garage', 'light']","{'difference': 'positive', 'first': 'positive', 'lights': 'positive', 'garage': 'positive', 'light': 'positive'}"
Works better than anything I've tried over the years,"This extremely absorbant cream goes on easily and leaves no residue.  When used regularly it is effective. I've used many foot creams in the past,  but the ingredients in this product is noticeably making the difference.",positive,positive,"['years', 'anything']","{'years': 'positive', 'anything': 'positive'}","['cream', 'residue', 'past', 'product', 'difference', 'many', 'ingredients', 'effective', 'creams', 'foot', 'absorbant']","{'cream': 'positive', 'residue': 'positive', 'past': 'positive', 'product': 'positive', 'difference': 'positive', 'many': 'positive', 'ingredients': 'positive', 'effective': 'positive', 'creams': 'positive', 'foot': 'positive', 'absorbant': 'positive'}"
really good cards and envelopes!,"i absolutely love the colours of these cards! they’re really good material as well!! the only issue i had at first was that i couldn’t use regular markers on them, so i had to use sharpies, but i used metallic ones a few times and they look great!",positive,positive,"['cards', 'good', 'envelopes']","{'cards': 'positive', 'good': 'positive', 'envelopes': 'positive'}","['i', 'material', 'issue', 'good', 'use', 'ones', 't', 'sharpies', 'only', 'metallic', 'great', 'few', 'first', 'cards', 'regular', 'colours', '’', 're', 'times', 'markers']","{'i': 'positive', 'material': 'positive', 'issue': 'positive', 'good': 'positive', 'use': 'positive', 'ones': 'positive', 't': 'positive', 'sharpies': 'positive', 'only': 'positive', 'metallic': 'positive', 'great': 'positive', 'few': 'positive', 'first': 'positive', 'cards': 'positive', 'regular': 'positive', 'colours': 'positive', '’': 'positive', 're': 'positive', 'times': 'positive', 'markers': 'positive'}"
Cozy nightie,It is soft and very comfortable.,neutral,neutral,"['cozy', 'nightie']","{'cozy': 'neutral', 'nightie': 'neutral'}","['soft', 'comfortable']","{'soft': 'neutral', 'comfortable': 'positive'}"
