reviewTitle,reviewBody,aspect,categorized_aspect,sentiment
Not a direct replacement for stock Danner insoles,these insoles are a bit thicker than the ones that came with my boots. They made my boot tight which is understandable but I didn't expect it. I also felt as though they are not as comfortable. I put them in my rubber concrete boots and they did improve the comfort of those.,effectiveness in rubber concrete boots,other,positive
They are beautiful and we love them!,We love them!,product,other,positive
great desk mount mic stand,"Super awesome mic stand- essential for daily video calls, podcasting, etc .... what a durable and awesome looking mic stand.  If you have a great mic and need a desk stand, this is exactly what you want!",Super awesome,other,positive
great desk mount mic stand,"Super awesome mic stand- essential for daily video calls, podcasting, etc .... what a durable and awesome looking mic stand.  If you have a great mic and need a desk stand, this is exactly what you want!",durable,other,positive
great desk mount mic stand,"Super awesome mic stand- essential for daily video calls, podcasting, etc .... what a durable and awesome looking mic stand.  If you have a great mic and need a desk stand, this is exactly what you want!",awesome looking,appearance,positive
Very good!,"Very good for my raspberry pi 0 w, the screen is awesome! clear view, just that's a little small, but the stand has great value!",screen,other,positive
Very good!,"Very good for my raspberry pi 0 w, the screen is awesome! clear view, just that's a little small, but the stand has great value!",view,other,positive
Very good!,"Very good for my raspberry pi 0 w, the screen is awesome! clear view, just that's a little small, but the stand has great value!",stand,other,positive
Very good!,"Very good for my raspberry pi 0 w, the screen is awesome! clear view, just that's a little small, but the stand has great value!",size (of screen),other,neutral
Worked wonders for my spraned ankle.,I had broken a small bone on the top of my foot when the tendon snapped up. Also tore a ligament on the side of the ankle. Was in a boot for two months and the swelling and pain continued. This stopped the severe swelling in my ankle and foot I had been having for over two months. The healing process seemed to speed up after wearing this each day. Happy I bought this.,effect on swelling and pain,other,positive
Worked wonders for my spraned ankle.,I had broken a small bone on the top of my foot when the tendon snapped up. Also tore a ligament on the side of the ankle. Was in a boot for two months and the swelling and pain continued. This stopped the severe swelling in my ankle and foot I had been having for over two months. The healing process seemed to speed up after wearing this each day. Happy I bought this.,healing process speed up,other,positive
It's all happening,"Got unit today, works perfectly. I initially used my Zone 2 out rca connectors, but not all sources routed out. Instead, I am using the headphone adapter into the 1/8th"" input. It would have been helpful if they had a 1/4"" headphone adapter but it's 2021 and I had one in my electronic archives. (we all have those boxes don't we?). Anyway, latency and quality was similar with HD or LL switch so not sure what the big deal is with that - sounds great. Good headroom, and can use volume on receiver to set level. Watched 30 min of Almost Famous and it never cut out. I got them so I could use the treadmill and watch movies without blasting the house away. perfect.",Product works perfectly,functionality,positive
It's all happening,"Got unit today, works perfectly. I initially used my Zone 2 out rca connectors, but not all sources routed out. Instead, I am using the headphone adapter into the 1/8th"" input. It would have been helpful if they had a 1/4"" headphone adapter but it's 2021 and I had one in my electronic archives. (we all have those boxes don't we?). Anyway, latency and quality was similar with HD or LL switch so not sure what the big deal is with that - sounds great. Good headroom, and can use volume on receiver to set level. Watched 30 min of Almost Famous and it never cut out. I got them so I could use the treadmill and watch movies without blasting the house away. perfect.",1/4 inch headphone adapter not included,other,neutral
It's all happening,"Got unit today, works perfectly. I initially used my Zone 2 out rca connectors, but not all sources routed out. Instead, I am using the headphone adapter into the 1/8th"" input. It would have been helpful if they had a 1/4"" headphone adapter but it's 2021 and I had one in my electronic archives. (we all have those boxes don't we?). Anyway, latency and quality was similar with HD or LL switch so not sure what the big deal is with that - sounds great. Good headroom, and can use volume on receiver to set level. Watched 30 min of Almost Famous and it never cut out. I got them so I could use the treadmill and watch movies without blasting the house away. perfect.",Latency and quality good,quality,positive
It's all happening,"Got unit today, works perfectly. I initially used my Zone 2 out rca connectors, but not all sources routed out. Instead, I am using the headphone adapter into the 1/8th"" input. It would have been helpful if they had a 1/4"" headphone adapter but it's 2021 and I had one in my electronic archives. (we all have those boxes don't we?). Anyway, latency and quality was similar with HD or LL switch so not sure what the big deal is with that - sounds great. Good headroom, and can use volume on receiver to set level. Watched 30 min of Almost Famous and it never cut out. I got them so I could use the treadmill and watch movies without blasting the house away. perfect.",Good headroom for volume adjustment,other,positive
It's all happening,"Got unit today, works perfectly. I initially used my Zone 2 out rca connectors, but not all sources routed out. Instead, I am using the headphone adapter into the 1/8th"" input. It would have been helpful if they had a 1/4"" headphone adapter but it's 2021 and I had one in my electronic archives. (we all have those boxes don't we?). Anyway, latency and quality was similar with HD or LL switch so not sure what the big deal is with that - sounds great. Good headroom, and can use volume on receiver to set level. Watched 30 min of Almost Famous and it never cut out. I got them so I could use the treadmill and watch movies without blasting the house away. perfect.",No cutting out during long video playback,other,positive
Quality,"Fits great, comfortable and definitely a great value for the money! I ordered two more pair and will continue to order in the future.",Fits great,other,positive
Quality,"Fits great, comfortable and definitely a great value for the money! I ordered two more pair and will continue to order in the future.",comfortable,comfort,positive
Quality,"Fits great, comfortable and definitely a great value for the money! I ordered two more pair and will continue to order in the future.",great value for the money,price,positive
Worth the money,"Fits well, overall a great accessory",Fits well,other,positive
Worth the money,"Fits well, overall a great accessory",overall a great accessory,other,positive
Finally—organized batteries,"The ZesGood-battery box finally offered me a means of organizing our household batteries. The case easily stands on our shelf. Inside the case are multiple foam spots for inserting batteries of various sizes. Because we had so many AA batteries, we could even use the AAA spots to insert the AA’s.  The foam design is the key to making this battery organizer genius. I also like the zip pocket on the inside cover that allows me to store the battery tester (comes with bag) along with a plethora of flat, button types of batteries.",organization,other,positive
Finally—organized batteries,"The ZesGood-battery box finally offered me a means of organizing our household batteries. The case easily stands on our shelf. Inside the case are multiple foam spots for inserting batteries of various sizes. Because we had so many AA batteries, we could even use the AAA spots to insert the AA’s.  The foam design is the key to making this battery organizer genius. I also like the zip pocket on the inside cover that allows me to store the battery tester (comes with bag) along with a plethora of flat, button types of batteries.",construction,other,positive
Finally—organized batteries,"The ZesGood-battery box finally offered me a means of organizing our household batteries. The case easily stands on our shelf. Inside the case are multiple foam spots for inserting batteries of various sizes. Because we had so many AA batteries, we could even use the AAA spots to insert the AA’s.  The foam design is the key to making this battery organizer genius. I also like the zip pocket on the inside cover that allows me to store the battery tester (comes with bag) along with a plethora of flat, button types of batteries.",foam design,quality,positive
Finally—organized batteries,"The ZesGood-battery box finally offered me a means of organizing our household batteries. The case easily stands on our shelf. Inside the case are multiple foam spots for inserting batteries of various sizes. Because we had so many AA batteries, we could even use the AAA spots to insert the AA’s.  The foam design is the key to making this battery organizer genius. I also like the zip pocket on the inside cover that allows me to store the battery tester (comes with bag) along with a plethora of flat, button types of batteries.",zip pocket,other,positive
Perfect toddler water bottle,"Easy to use and clean, very durable and keeps ice almost all day. My toddler loves it so much we had to buy a second!",Easy to use,functionality,positive
Perfect toddler water bottle,"Easy to use and clean, very durable and keeps ice almost all day. My toddler loves it so much we had to buy a second!",Easy to clean,other,positive
Perfect toddler water bottle,"Easy to use and clean, very durable and keeps ice almost all day. My toddler loves it so much we had to buy a second!",Very durable,other,positive
Perfect toddler water bottle,"Easy to use and clean, very durable and keeps ice almost all day. My toddler loves it so much we had to buy a second!",Keeps ice almost all day,other,positive
Perfect toddler water bottle,"Easy to use and clean, very durable and keeps ice almost all day. My toddler loves it so much we had to buy a second!",My toddler loves it so much,other,positive
Great for after surgery patients!,My wife had a knee replacement and this raised seat made it so much easier for her. You can only bend so far after that surgery and with the raised seat she sit down with little pain! I would recommend this seat! Very easy to install!,raised seat,other,positive
Great for after surgery patients!,My wife had a knee replacement and this raised seat made it so much easier for her. You can only bend so far after that surgery and with the raised seat she sit down with little pain! I would recommend this seat! Very easy to install!,ease of use/installation,functionality,positive
Never going back to other soap products!,First time trying this body wash and I AM IN LOVE! Smells good and it's thick and creamy so it goes a long way in the shower! Also does NOT leave a weird residue on your skin like some other soaps/bodywashes do.  :) :) :),Smells good,other,positive
Never going back to other soap products!,First time trying this body wash and I AM IN LOVE! Smells good and it's thick and creamy so it goes a long way in the shower! Also does NOT leave a weird residue on your skin like some other soaps/bodywashes do.  :) :) :),Thick and creamy texture,other,positive
Never going back to other soap products!,First time trying this body wash and I AM IN LOVE! Smells good and it's thick and creamy so it goes a long way in the shower! Also does NOT leave a weird residue on your skin like some other soaps/bodywashes do.  :) :) :),Does not leave a weird residue on skin,other,positive
Excellent Sea Salt Packaged in Convenient Cardboard Containers,"The Morton All Purpose Sea Salt is a good quality salt to season all your favorite dishes with.  The salt is pretty much preground sea salt with no iodide.  It’s flavor is sound, the ground is fairly uniform, and the container is perfect for bringing to picnics and family gatherings as it’s disposable.  If you absolutely hate the look of the container, it’s easy enough to pour the salt into a prettier dispenser using the large opening at the top of the container, and each 4.4 ounce container is about the right size for fill most salt dispensers.  With 12 containers of salt per pack, you’ll have plenty of salt to season all your entrees.",good quality,quality,positive
Excellent Sea Salt Packaged in Convenient Cardboard Containers,"The Morton All Purpose Sea Salt is a good quality salt to season all your favorite dishes with.  The salt is pretty much preground sea salt with no iodide.  It’s flavor is sound, the ground is fairly uniform, and the container is perfect for bringing to picnics and family gatherings as it’s disposable.  If you absolutely hate the look of the container, it’s easy enough to pour the salt into a prettier dispenser using the large opening at the top of the container, and each 4.4 ounce container is about the right size for fill most salt dispensers.  With 12 containers of salt per pack, you’ll have plenty of salt to season all your entrees.",flavor,other,positive
Excellent Sea Salt Packaged in Convenient Cardboard Containers,"The Morton All Purpose Sea Salt is a good quality salt to season all your favorite dishes with.  The salt is pretty much preground sea salt with no iodide.  It’s flavor is sound, the ground is fairly uniform, and the container is perfect for bringing to picnics and family gatherings as it’s disposable.  If you absolutely hate the look of the container, it’s easy enough to pour the salt into a prettier dispenser using the large opening at the top of the container, and each 4.4 ounce container is about the right size for fill most salt dispensers.  With 12 containers of salt per pack, you’ll have plenty of salt to season all your entrees.",ground (uniformity),other,neutral
Excellent Sea Salt Packaged in Convenient Cardboard Containers,"The Morton All Purpose Sea Salt is a good quality salt to season all your favorite dishes with.  The salt is pretty much preground sea salt with no iodide.  It’s flavor is sound, the ground is fairly uniform, and the container is perfect for bringing to picnics and family gatherings as it’s disposable.  If you absolutely hate the look of the container, it’s easy enough to pour the salt into a prettier dispenser using the large opening at the top of the container, and each 4.4 ounce container is about the right size for fill most salt dispensers.  With 12 containers of salt per pack, you’ll have plenty of salt to season all your entrees.",container (disposable),other,positive
Excellent Sea Salt Packaged in Convenient Cardboard Containers,"The Morton All Purpose Sea Salt is a good quality salt to season all your favorite dishes with.  The salt is pretty much preground sea salt with no iodide.  It’s flavor is sound, the ground is fairly uniform, and the container is perfect for bringing to picnics and family gatherings as it’s disposable.  If you absolutely hate the look of the container, it’s easy enough to pour the salt into a prettier dispenser using the large opening at the top of the container, and each 4.4 ounce container is about the right size for fill most salt dispensers.  With 12 containers of salt per pack, you’ll have plenty of salt to season all your entrees.",size (4.4 ounce container),other,positive
Excellent Sea Salt Packaged in Convenient Cardboard Containers,"The Morton All Purpose Sea Salt is a good quality salt to season all your favorite dishes with.  The salt is pretty much preground sea salt with no iodide.  It’s flavor is sound, the ground is fairly uniform, and the container is perfect for bringing to picnics and family gatherings as it’s disposable.  If you absolutely hate the look of the container, it’s easy enough to pour the salt into a prettier dispenser using the large opening at the top of the container, and each 4.4 ounce container is about the right size for fill most salt dispensers.  With 12 containers of salt per pack, you’ll have plenty of salt to season all your entrees.",pack size (12 containers per pack),other,positive
Great Buy,Hats are cute.  Big variety and colors.  Easy to wear.,cute,other,positive
Great Buy,Hats are cute.  Big variety and colors.  Easy to wear.,variety,other,positive
Great Buy,Hats are cute.  Big variety and colors.  Easy to wear.,colors,appearance,positive
Great Buy,Hats are cute.  Big variety and colors.  Easy to wear.,easy to wear,other,positive
Portable USB,Great light!,light,other,positive
Good Deal,Great for short or long runs. Helps with muscle discomfort and warmth when it’s cold,Great for short or long runs.,other,positive
Good Deal,Great for short or long runs. Helps with muscle discomfort and warmth when it’s cold,Helps with muscle discomfort.,comfort,positive
Good Deal,Great for short or long runs. Helps with muscle discomfort and warmth when it’s cold,Warmth when it’s cold,other,positive
Works just fine,It works like expected,performance,functionality,neutral
Buy This Coat!,Ordered this jacket in 2 colors and I LOVE them!,jacket,other,positive
Buy This Coat!,Ordered this jacket in 2 colors and I LOVE them!,color,appearance,positive
"Great value, recommend",Quick ship. As described. Value for money. Installation was tricky but used a youtube tutorial. Took 2 people and about 1 hour.,Quick ship,other,positive
"Great value, recommend",Quick ship. As described. Value for money. Installation was tricky but used a youtube tutorial. Took 2 people and about 1 hour.,As described,other,positive
"Great value, recommend",Quick ship. As described. Value for money. Installation was tricky but used a youtube tutorial. Took 2 people and about 1 hour.,Value for money,price,positive
"Great value, recommend",Quick ship. As described. Value for money. Installation was tricky but used a youtube tutorial. Took 2 people and about 1 hour.,Installation,other,neutral
Fun in the sun,"This is a great set for kids to take to the beach. I bought one for my son and daughter. They really liked playing with them. The only thing I wish they would’ve done when making it would be to make the top lock into place to secure the toys, not a deal breaker though.",quality of toys for kids to take to the beach,quality,positive
Fun in the sun,"This is a great set for kids to take to the beach. I bought one for my son and daughter. They really liked playing with them. The only thing I wish they would’ve done when making it would be to make the top lock into place to secure the toys, not a deal breaker though.",securement of top,other,neutral
Love my hair,Very soft no smell and very pretty I get complimented everywhere only been installed two days but very promising I’ve ordered hair from UNice and this is very good n quality like theirs . Please make hd closures,softness,other,positive
Love my hair,Very soft no smell and very pretty I get complimented everywhere only been installed two days but very promising I’ve ordered hair from UNice and this is very good n quality like theirs . Please make hd closures,smell,other,positive
Love my hair,Very soft no smell and very pretty I get complimented everywhere only been installed two days but very promising I’ve ordered hair from UNice and this is very good n quality like theirs . Please make hd closures,appearance,appearance,positive
Love my hair,Very soft no smell and very pretty I get complimented everywhere only been installed two days but very promising I’ve ordered hair from UNice and this is very good n quality like theirs . Please make hd closures,compliments,other,positive
Love my hair,Very soft no smell and very pretty I get complimented everywhere only been installed two days but very promising I’ve ordered hair from UNice and this is very good n quality like theirs . Please make hd closures,quality,quality,positive
Chipping off,My nails only lasted 4 days. They started chipping after 2 days.,nail durability,quality,negative
Chipping off,My nails only lasted 4 days. They started chipping after 2 days.,chipping resistance,other,negative
Chipping off,My nails only lasted 4 days. They started chipping after 2 days.,long-lasting wear,other,negative
Easy to use,????,,other,neutral
Helped with my dogs fur,This is the third bottle I bought for my pups.,product quality,quality,neutral
Colorful,These were a huge hit at my daughters birthday party.  My kids 6 & 4 still play with them.,product performance at party,functionality,positive
Colorful,These were a huge hit at my daughters birthday party.  My kids 6 & 4 still play with them.,longevity,other,positive
Great towel.,Love this towel. Price was right for two. Use them at the pool everyday. Will be ordering a few more.,price,price,positive
Great towel.,Love this towel. Price was right for two. Use them at the pool everyday. Will be ordering a few more.,quality,quality,positive
Great towel.,Love this towel. Price was right for two. Use them at the pool everyday. Will be ordering a few more.,towel's performance,functionality,positive
Unusable!,"They were not universal. Did not fit in my base! I needed six so I had to order eight, total waste of money.",universality,other,negative
Unusable!,"They were not universal. Did not fit in my base! I needed six so I had to order eight, total waste of money.",fitting,other,negative
NOT COMPATIBLE WITH HEADPHONES,"The controller itself is actually better quality than a ps4 controller but when I plug in the headphones I can hear everything but the mic won't pick up sound. I know it's not my headphones because it works fine with the other controllers just now this one, I mostly play while talking so I am going to return this. I'm really disappointed.",controller quality,quality,positive
NOT COMPATIBLE WITH HEADPHONES,"The controller itself is actually better quality than a ps4 controller but when I plug in the headphones I can hear everything but the mic won't pick up sound. I know it's not my headphones because it works fine with the other controllers just now this one, I mostly play while talking so I am going to return this. I'm really disappointed.",headphones compatibility,other,negative
NOT COMPATIBLE WITH HEADPHONES,"The controller itself is actually better quality than a ps4 controller but when I plug in the headphones I can hear everything but the mic won't pick up sound. I know it's not my headphones because it works fine with the other controllers just now this one, I mostly play while talking so I am going to return this. I'm really disappointed.",mic pickup sound,other,negative
Light review,"Easy to use,",easy to use,functionality,positive
Awesome saw,Spot on description,description,other,positive
Unfortunate,One of the motors inside the fan wasn’t properly popped into place.  I had to disassemble the fan in order to pop the motor into place.,product quality,quality,negative
Unfortunate,One of the motors inside the fan wasn’t properly popped into place.  I had to disassemble the fan in order to pop the motor into place.,ease of use,functionality,negative
Not recommended,"This razor us awful. The blades barely touch the skin. The soap builds up after one swipe thus you're rinsing under string water pressure. The installation of the blade is bit as simple as the standard blades not to mention these are nothing like the standard blades, so you can't use any other handle. I will not purchase these again.",The blades barely touch the skin,other,negative
Not recommended,"This razor us awful. The blades barely touch the skin. The soap builds up after one swipe thus you're rinsing under string water pressure. The installation of the blade is bit as simple as the standard blades not to mention these are nothing like the standard blades, so you can't use any other handle. I will not purchase these again.",The soap builds up after one swipe,quality,negative
Not recommended,"This razor us awful. The blades barely touch the skin. The soap builds up after one swipe thus you're rinsing under string water pressure. The installation of the blade is bit as simple as the standard blades not to mention these are nothing like the standard blades, so you can't use any other handle. I will not purchase these again.",Installation of the blade is a bit as simple as the standard blades,other,negative
Not recommended,"This razor us awful. The blades barely touch the skin. The soap builds up after one swipe thus you're rinsing under string water pressure. The installation of the blade is bit as simple as the standard blades not to mention these are nothing like the standard blades, so you can't use any other handle. I will not purchase these again.",You can't use any other handle,functionality,negative
waste of money,it is a joke and a waste of money. It is that bad and would not recommend.,product quality,quality,negative
waste of money,it is a joke and a waste of money. It is that bad and would not recommend.,value for money,price,negative
Magical,"Its just perfect…. I absolutely love it, great quality, perfect size, and the color it’s so warm… very beautiful. I definitely recommend it.",quality,quality,positive
Magical,"Its just perfect…. I absolutely love it, great quality, perfect size, and the color it’s so warm… very beautiful. I definitely recommend it.",size,other,positive
Magical,"Its just perfect…. I absolutely love it, great quality, perfect size, and the color it’s so warm… very beautiful. I definitely recommend it.",color,appearance,positive
Expensive but I Love Stasher Bags,High quality product.  I wish it were less expensive.,High quality,quality,positive
Expensive but I Love Stasher Bags,High quality product.  I wish it were less expensive.,price,price,negative
Bakery,Son super excelentes me encantan al 100%,product quality,quality,positive
Bakery,Son super excelentes me encantan al 100%,likeability,other,positive
Highly recommend,Got so many compliments on it. Very simple yet industrial. Love it.,compliments,other,positive
Highly recommend,Got so many compliments on it. Very simple yet industrial. Love it.,simple design,quality,positive
Highly recommend,Got so many compliments on it. Very simple yet industrial. Love it.,industrial look,appearance,positive
Perfect high heels,Comfortable high heels! You can wear at work and your foot won’t get tired ! Recommend it !,comfort,comfort,positive
Perfect high heels,Comfortable high heels! You can wear at work and your foot won’t get tired ! Recommend it !,wearability,other,positive
Perfect high heels,Comfortable high heels! You can wear at work and your foot won’t get tired ! Recommend it !,recommendation,other,positive
My dog loves it!,My Frenchie loves the bed!!,bed,other,positive
Love this,"I stuck this to my bathroom mirror too the left of the faucet.  I put it about 8"" above the counter so it doesn't get wet when people wash their hands.  Great for company because no one likes using a wet towel that is in the bathroom that everyone else uses.  Especially these days!!  Less way of getting bacteria!!",placement on mirror,other,neutral
Love this,"I stuck this to my bathroom mirror too the left of the faucet.  I put it about 8"" above the counter so it doesn't get wet when people wash their hands.  Great for company because no one likes using a wet towel that is in the bathroom that everyone else uses.  Especially these days!!  Less way of getting bacteria!!",water resistance,other,positive
Love this,"I stuck this to my bathroom mirror too the left of the faucet.  I put it about 8"" above the counter so it doesn't get wet when people wash their hands.  Great for company because no one likes using a wet towel that is in the bathroom that everyone else uses.  Especially these days!!  Less way of getting bacteria!!",hygiene,other,positive
Love this,"I stuck this to my bathroom mirror too the left of the faucet.  I put it about 8"" above the counter so it doesn't get wet when people wash their hands.  Great for company because no one likes using a wet towel that is in the bathroom that everyone else uses.  Especially these days!!  Less way of getting bacteria!!",effectiveness in a shared bathroom,other,positive
Too big and material is a little cheap.,Too big,size,other,negative
Works great!,Great value! Arrived quickly. Works great!,value,price,positive
Works great!,Great value! Arrived quickly. Works great!,delivery speed,service,positive
Works great!,Great value! Arrived quickly. Works great!,performance,functionality,positive
"Great, and...",I bought two of these solar flashlights chargers because I liked the way they performed. But both of them didn't last a year.,performance,functionality,positive
"Great, and...",I bought two of these solar flashlights chargers because I liked the way they performed. But both of them didn't last a year.,durability,quality,negative
Great gift,This toy is durable! It stands up to vigorous toddler play! Adults love it too!,durability,quality,positive
Great gift,This toy is durable! It stands up to vigorous toddler play! Adults love it too!,tolerance to vigorous toddler play,other,positive
Great gift,This toy is durable! It stands up to vigorous toddler play! Adults love it too!,adult enjoyment,other,positive
A+,"Very nice beach blanket! Fast shipping, highly recommend.",product quality,quality,positive
A+,"Very nice beach blanket! Fast shipping, highly recommend.",shipping,service,positive
Cheap table. Defective parts that they refused to replace. They told me to drill the holes myself.,The white faux marble is less than an inch thick and looks really cheap. The legs had the holes on the wrong side so I couldn't complete assembly. The bottom bar that connects stabilizes the table and because the holes where on the wrong side I couldn't install that bar causing the table to be uneven and unstable. I messaged the seller twice and they told me to drill the holes myself and that they couldn't send me correct replacement legs. I'm really disappointed. SAVE YOUR MONEY,white faux marble looks,appearance,negative
Cheap table. Defective parts that they refused to replace. They told me to drill the holes myself.,The white faux marble is less than an inch thick and looks really cheap. The legs had the holes on the wrong side so I couldn't complete assembly. The bottom bar that connects stabilizes the table and because the holes where on the wrong side I couldn't install that bar causing the table to be uneven and unstable. I messaged the seller twice and they told me to drill the holes myself and that they couldn't send me correct replacement legs. I'm really disappointed. SAVE YOUR MONEY,legs had correct holes,other,negative
Cheap table. Defective parts that they refused to replace. They told me to drill the holes myself.,The white faux marble is less than an inch thick and looks really cheap. The legs had the holes on the wrong side so I couldn't complete assembly. The bottom bar that connects stabilizes the table and because the holes where on the wrong side I couldn't install that bar causing the table to be uneven and unstable. I messaged the seller twice and they told me to drill the holes myself and that they couldn't send me correct replacement legs. I'm really disappointed. SAVE YOUR MONEY,bottom bar installation,other,negative
Cheap table. Defective parts that they refused to replace. They told me to drill the holes myself.,The white faux marble is less than an inch thick and looks really cheap. The legs had the holes on the wrong side so I couldn't complete assembly. The bottom bar that connects stabilizes the table and because the holes where on the wrong side I couldn't install that bar causing the table to be uneven and unstable. I messaged the seller twice and they told me to drill the holes myself and that they couldn't send me correct replacement legs. I'm really disappointed. SAVE YOUR MONEY,seller's customer service,service,negative
Great buy,Love it,,other,positive
The most uncomfortable unstable junk,It is a very small seated surface and not comfortable the whole stool wobbles and slides on the ground. Not worth the money and not practical. Yes i am returning it,seated surface,other,negative
The most uncomfortable unstable junk,It is a very small seated surface and not comfortable the whole stool wobbles and slides on the ground. Not worth the money and not practical. Yes i am returning it,stool wobbles,other,negative
The most uncomfortable unstable junk,It is a very small seated surface and not comfortable the whole stool wobbles and slides on the ground. Not worth the money and not practical. Yes i am returning it,stool slides on ground,other,negative
The most uncomfortable unstable junk,It is a very small seated surface and not comfortable the whole stool wobbles and slides on the ground. Not worth the money and not practical. Yes i am returning it,value for money,price,negative
The most uncomfortable unstable junk,It is a very small seated surface and not comfortable the whole stool wobbles and slides on the ground. Not worth the money and not practical. Yes i am returning it,practicality,other,negative
Great press!,Love my press! Everything I needed!,press,other,positive
Great press!,Love my press! Everything I needed!,everything I needed,other,positive
It’s too difficult to open,When trying to open and put my phone in I have to use both hands to open it.,openability,other,negative
It’s too difficult to open,When trying to open and put my phone in I have to use both hands to open it.,usability,other,negative
Needing more practice,I'm excited with my purchase but gonna need more practice to get the look i want. It takes longer to do my nails this way but the ones that i get right do look good. I'll keep on practicing.,purchase,other,positive
Needing more practice,I'm excited with my purchase but gonna need more practice to get the look i want. It takes longer to do my nails this way but the ones that i get right do look good. I'll keep on practicing.,time to do nails,other,neutral
Needing more practice,I'm excited with my purchase but gonna need more practice to get the look i want. It takes longer to do my nails this way but the ones that i get right do look good. I'll keep on practicing.,nail look,appearance,positive
Return your device if defective.,"I dislike how the laptop I purchased is defective, and delivered without the battery.",laptop quality,quality,negative
Return your device if defective.,"I dislike how the laptop I purchased is defective, and delivered without the battery.",battery inclusion,other,negative
The best webcam,The camera captures certainly good quality feed.,quality,quality,positive
Show box,I love it,product overall,other,positive
Glad to have it again.,"I’ve always used good seasons, my favorite. When I needed a new cruet after many years, I noticed my store no longer carried it so I found it online. So happy to have it again.",product (Good Seasons),other,positive
Glad to have it again.,"I’ve always used good seasons, my favorite. When I needed a new cruet after many years, I noticed my store no longer carried it so I found it online. So happy to have it again.",store availability,other,neutral
Glad to have it again.,"I’ve always used good seasons, my favorite. When I needed a new cruet after many years, I noticed my store no longer carried it so I found it online. So happy to have it again.",online shopping experience,other,positive
This is a very good hose,"I've always been skeptical of hoses like this but this has worked great so far. It has great reach, is very light weight and so far I didn't have any problems with leaks even with a toddler stepping on it constantly.",reach,other,positive
This is a very good hose,"I've always been skeptical of hoses like this but this has worked great so far. It has great reach, is very light weight and so far I didn't have any problems with leaks even with a toddler stepping on it constantly.",weight,other,positive
This is a very good hose,"I've always been skeptical of hoses like this but this has worked great so far. It has great reach, is very light weight and so far I didn't have any problems with leaks even with a toddler stepping on it constantly.",leaks,other,positive
"Pretty blouse, wished I had ordered a size smaller","Very pretty blouse, flowing, light weight, flattering, but I wish I had ordered a medium. There is a charge to return, so I will keep and see if I can shrink polyester. For reference I am 5'7"" 169 lbs. and purchased a large, but a medium would have fit better.",flowing,other,positive
"Pretty blouse, wished I had ordered a size smaller","Very pretty blouse, flowing, light weight, flattering, but I wish I had ordered a medium. There is a charge to return, so I will keep and see if I can shrink polyester. For reference I am 5'7"" 169 lbs. and purchased a large, but a medium would have fit better.",light weight,other,positive
"Pretty blouse, wished I had ordered a size smaller","Very pretty blouse, flowing, light weight, flattering, but I wish I had ordered a medium. There is a charge to return, so I will keep and see if I can shrink polyester. For reference I am 5'7"" 169 lbs. and purchased a large, but a medium would have fit better.",flattering,other,positive
"Pretty blouse, wished I had ordered a size smaller","Very pretty blouse, flowing, light weight, flattering, but I wish I had ordered a medium. There is a charge to return, so I will keep and see if I can shrink polyester. For reference I am 5'7"" 169 lbs. and purchased a large, but a medium would have fit better.",fit,other,negative
Perfect,A very good fit. I like it>,fit,other,positive
Fake! Not original product!!!,These are knockoffs! Not original. Original are made in USA. These have a foreign language written on them and are made in Vietnam. Returning them.,authenticity,other,negative
Fake! Not original product!!!,These are knockoffs! Not original. Original are made in USA. These have a foreign language written on them and are made in Vietnam. Returning them.,country of origin,other,negative
Fake! Not original product!!!,These are knockoffs! Not original. Original are made in USA. These have a foreign language written on them and are made in Vietnam. Returning them.,language on packaging,other,negative
Good light for the money.,"Purchased these as back up lights for my extra off duty car. Lights work great worth the money, this is the 3 set I’ve had. All three still work and are in use on other vehicles.",value for money,price,positive
Good light for the money.,"Purchased these as back up lights for my extra off duty car. Lights work great worth the money, this is the 3 set I’ve had. All three still work and are in use on other vehicles.",light durability,quality,positive
Flimsy,Tore when my adult child put it on. Their thumb went right through it.,quality,quality,negative
Flimsy,Tore when my adult child put it on. Their thumb went right through it.,durability,quality,negative
Very sturdy,COVID-19 vaccination cards fit perfectly.,fit,other,positive
Nice toothbrushes,"My first electric toothbrush and I love it. My teeth feel almost like I just had a cleaning at the dentist. It’s easy to use, no issues. Great value and I love that it came with lots of extra brushes and travel cases.",product quality,quality,positive
Nice toothbrushes,"My first electric toothbrush and I love it. My teeth feel almost like I just had a cleaning at the dentist. It’s easy to use, no issues. Great value and I love that it came with lots of extra brushes and travel cases.",ease of use,functionality,positive
Nice toothbrushes,"My first electric toothbrush and I love it. My teeth feel almost like I just had a cleaning at the dentist. It’s easy to use, no issues. Great value and I love that it came with lots of extra brushes and travel cases.",value for money,price,positive
Nice toothbrushes,"My first electric toothbrush and I love it. My teeth feel almost like I just had a cleaning at the dentist. It’s easy to use, no issues. Great value and I love that it came with lots of extra brushes and travel cases.",inclusions (extra brushes and travel cases),other,positive
Leg day game changer!,These are a game changer for knee comfort during training! They also work well if you pull them down to your lower leg to help cushion the leg extension or seated leg curl pad. And they help protect my shins during deadlifts.,knee comfort during training,comfort,positive
Leg day game changer!,These are a game changer for knee comfort during training! They also work well if you pull them down to your lower leg to help cushion the leg extension or seated leg curl pad. And they help protect my shins during deadlifts.,help cushion the leg extension or seated leg curl pad (when pulled down),other,positive
