reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Even the elderly can use the echo,Echo is great. Turns on lights before I enter rooms and plays music I like.,positive,neutral,['echo'],"[{'aspect': 'echo', 'negative': np.float32(0.0015115779), 'neutral': np.float32(0.012628724), 'positive': np.float32(0.9858597)}]","['rooms', 'lights', 'Echo', 'music']","[{'aspect': 'rooms', 'negative': np.float32(0.00092078437), 'neutral': np.float32(0.9976465), 'positive': np.float32(0.0014327818)}, {'aspect': 'lights', 'negative': np.float32(0.0012690163), 'neutral': np.float32(0.99773896), 'positive': np.float32(0.0009920901)}, {'aspect': 'Echo', 'negative': np.float32(0.0005178929), 'neutral': np.float32(0.001556728), 'positive': np.float32(0.9979254)}, {'aspect': 'music', 'negative': np.float32(0.003967856), 'neutral': np.float32(0.20195436), 'positive': np.float32(0.79407775)}]"
Decent shorts,These are pretty good shorts. Nice for lounging around or doing workouts. Not something I'd probably wear too often or wear out as they aren't really my style and kind of made of material similar to some wind pants I used to have and I just don't particularly care for that look or feel. Otherwise they're good. I can stretch and move easily in the them. Nothing major to complain about more of just a personal taste and preference. Overall I like and would recommend for someone looking for something like these.,neutral,positive,[],[],"['preference', 'wind', 'look', 'style', 'workouts', 'taste', 'material', 'shorts', 'pants']","[{'aspect': 'preference', 'negative': np.float32(0.041350204), 'neutral': np.float32(0.47095552), 'positive': np.float32(0.48769435)}, {'aspect': 'wind', 'negative': np.float32(0.06367651), 'neutral': np.float32(0.90937036), 'positive': np.float32(0.026953159)}, {'aspect': 'look', 'negative': np.float32(0.06785394), 'neutral': np.float32(0.14763643), 'positive': np.float32(0.78450966)}, {'aspect': 'style', 'negative': np.float32(0.79128397), 'neutral': np.float32(0.09999578), 'positive': np.float32(0.108720295)}, {'aspect': 'workouts', 'negative': np.float32(0.006770092), 'neutral': np.float32(0.36418936), 'positive': np.float32(0.62904054)}, {'aspect': 'taste', 'negative': np.float32(0.07717535), 'neutral': np.float32(0.3439867), 'positive': np.float32(0.57883793)}, {'aspect': 'material', 'negative': np.float32(0.21415317), 'neutral': np.float32(0.14123133), 'positive': np.float32(0.6446156)}, {'aspect': 'shorts', 'negative': np.float32(0.0026990082), 'neutral': np.float32(0.006641868), 'positive': np.float32(0.9906591)}, {'aspect': 'pants', 'negative': np.float32(0.006982883), 'neutral': np.float32(0.03359464), 'positive': np.float32(0.9594225)}]"
Perfect!,"Just what I needed. They fit, I can see!",neutral,neutral,[],[],[],[]
Great distractor,"I have two small dogs that get into barking matches. This item will magically make them stop long enough to forget what they were barking about. It's been a real ""ear"" saver!!",positive,positive,['distractor'],"[{'aspect': 'distractor', 'negative': np.float32(0.0006059303), 'neutral': np.float32(0.0012356263), 'positive': np.float32(0.9981584)}]","['dogs', 'matches', 'ear', 'item', 'barking', 'saver']","[{'aspect': 'dogs', 'negative': np.float32(0.35251078), 'neutral': np.float32(0.38804066), 'positive': np.float32(0.25944856)}, {'aspect': 'matches', 'negative': np.float32(0.0048723207), 'neutral': np.float32(0.9814662), 'positive': np.float32(0.013661531)}, {'aspect': 'ear', 'negative': np.float32(0.003127819), 'neutral': np.float32(0.011154444), 'positive': np.float32(0.9857178)}, {'aspect': 'item', 'negative': np.float32(0.0018965948), 'neutral': np.float32(0.0039482913), 'positive': np.float32(0.9941551)}, {'aspect': 'barking', 'negative': np.float32(0.39389652), 'neutral': np.float32(0.51334316), 'positive': np.float32(0.0927603)}, {'aspect': 'saver', 'negative': np.float32(0.0013669812), 'neutral': np.float32(0.0025947574), 'positive': np.float32(0.9960382)}]"
"Comfort, shade and worth the coatt",Works great for holding baby up out of the water and doesn't flip,positive,neutral,"['Comfort', 'shade', 'coatt']","[{'aspect': 'Comfort', 'negative': np.float32(0.00064117805), 'neutral': np.float32(0.002670718), 'positive': np.float32(0.99668807)}, {'aspect': 'shade', 'negative': np.float32(0.00045855244), 'neutral': np.float32(0.0014592361), 'positive': np.float32(0.9980823)}, {'aspect': 'coatt', 'negative': np.float32(0.00063085824), 'neutral': np.float32(0.0011177469), 'positive': np.float32(0.9982514)}]","['water', 'baby']","[{'aspect': 'water', 'negative': np.float32(0.03940425), 'neutral': np.float32(0.9481566), 'positive': np.float32(0.012439166)}, {'aspect': 'baby', 'negative': np.float32(0.011703441), 'neutral': np.float32(0.09533042), 'positive': np.float32(0.89296615)}]"
Not pleased.,The only thing I can say about this is that it’s warm. It’s no where near as fluffy as they claim it to be.,neutral,negative,[],[],['thing'],"[{'aspect': 'thing', 'negative': np.float32(0.41214743), 'neutral': np.float32(0.22498654), 'positive': np.float32(0.36286604)}]"
Not worth it,"Was excited for the desk but was a little hesitant because the reviews seemed 50/50 but thought how bad could it be? Well, it was horrible. The instructions given are not helpful at all, the measurements on the wood were incorrect, and worst of all the wood cracked. A total waste of money and who was the time or energy to return this huge thing? Not worth it.",neutral,negative,[],[],"['reviews', 'wood', 'desk', 'waste', 'thing', 'money', 'instructions', 'energy', 'measurements', 'time']","[{'aspect': 'reviews', 'negative': np.float32(0.57858896), 'neutral': np.float32(0.25957105), 'positive': np.float32(0.16184)}, {'aspect': 'wood', 'negative': np.float32(0.99099356), 'neutral': np.float32(0.0029722943), 'positive': np.float32(0.0060341265)}, {'aspect': 'desk', 'negative': np.float32(0.009299252), 'neutral': np.float32(0.012713244), 'positive': np.float32(0.9779875)}, {'aspect': 'waste', 'negative': np.float32(0.82276946), 'neutral': np.float32(0.017476516), 'positive': np.float32(0.15975398)}, {'aspect': 'thing', 'negative': np.float32(0.90852153), 'neutral': np.float32(0.0348094), 'positive': np.float32(0.056669123)}, {'aspect': 'money', 'negative': np.float32(0.98107076), 'neutral': np.float32(0.008053899), 'positive': np.float32(0.010875268)}, {'aspect': 'instructions', 'negative': np.float32(0.9940246), 'neutral': np.float32(0.0021043627), 'positive': np.float32(0.0038710546)}, {'aspect': 'energy', 'negative': np.float32(0.93189776), 'neutral': np.float32(0.02468565), 'positive': np.float32(0.043416604)}, {'aspect': 'measurements', 'negative': np.float32(0.9926434), 'neutral': np.float32(0.0026709398), 'positive': np.float32(0.004685636)}, {'aspect': 'time', 'negative': np.float32(0.9485637), 'neutral': np.float32(0.020114912), 'positive': np.float32(0.031321324)}]"
Easy to use,So easy to use. No messy trays. Low price.,neutral,positive,[],[],"['price', 'trays']","[{'aspect': 'price', 'negative': np.float32(0.0076874266), 'neutral': np.float32(0.009534972), 'positive': np.float32(0.9827776)}, {'aspect': 'trays', 'negative': np.float32(0.004331207), 'neutral': np.float32(0.0070747505), 'positive': np.float32(0.98859406)}]"
My favorite skirt!  I got it in 2 more colors!,"It's cute, sturdy, swishy, goes great with my crop tops, and sits comfortably at my waist!  After a while, I also got it in blue and pink!",positive,neutral,"['skirt', 'colors']","[{'aspect': 'skirt', 'negative': np.float32(0.0006647786), 'neutral': np.float32(0.0012714673), 'positive': np.float32(0.99806374)}, {'aspect': 'colors', 'negative': np.float32(0.0066896332), 'neutral': np.float32(0.42592442), 'positive': np.float32(0.5673859)}]","['swishy', 'crop', 'waist', 'while', 'tops']","[{'aspect': 'swishy', 'negative': np.float32(0.0011437318), 'neutral': np.float32(0.008316958), 'positive': np.float32(0.9905393)}, {'aspect': 'crop', 'negative': np.float32(0.0054863966), 'neutral': np.float32(0.53132135), 'positive': np.float32(0.4631923)}, {'aspect': 'waist', 'negative': np.float32(0.0032429155), 'neutral': np.float32(0.94168127), 'positive': np.float32(0.055075884)}, {'aspect': 'while', 'negative': np.float32(0.008686579), 'neutral': np.float32(0.20132159), 'positive': np.float32(0.78999186)}, {'aspect': 'tops', 'negative': np.float32(0.0019100414), 'neutral': np.float32(0.94371575), 'positive': np.float32(0.05437421)}]"
Support not strangling!,"Finally found a bra that fits big boobs, supports without wire and is actually comfortable and not strangling. Bought a second one!!",positive,neutral,['Support'],"[{'aspect': 'Support', 'negative': np.float32(0.0991659), 'neutral': np.float32(0.07187616), 'positive': np.float32(0.8289579)}]","['bra', 'wire', 'boobs']","[{'aspect': 'bra', 'negative': np.float32(0.0043157865), 'neutral': np.float32(0.08309977), 'positive': np.float32(0.9125845)}, {'aspect': 'wire', 'negative': np.float32(0.1650588), 'neutral': np.float32(0.8080829), 'positive': np.float32(0.026858294)}, {'aspect': 'boobs', 'negative': np.float32(0.1076948), 'neutral': np.float32(0.58097184), 'positive': np.float32(0.31133333)}]"
Buen material.,Es muy buen material y bien grande. Me encanta,positive,positive,"['Buen', 'material']","[{'aspect': 'Buen', 'negative': np.float32(0.0043347664), 'neutral': np.float32(0.028321963), 'positive': np.float32(0.9673432)}, {'aspect': 'material', 'negative': np.float32(0.00204502), 'neutral': np.float32(0.003748017), 'positive': np.float32(0.9942069)}]","['buen', 'grande', 'encanta', 'y', 'muy', 'material', 'bien']","[{'aspect': 'buen', 'negative': np.float32(0.00041153035), 'neutral': np.float32(0.00210611), 'positive': np.float32(0.99748236)}, {'aspect': 'grande', 'negative': np.float32(0.00038268123), 'neutral': np.float32(0.0012888667), 'positive': np.float32(0.9983285)}, {'aspect': 'encanta', 'negative': np.float32(0.00043606397), 'neutral': np.float32(0.0022321558), 'positive': np.float32(0.99733174)}, {'aspect': 'y', 'negative': np.float32(0.0004544036), 'neutral': np.float32(0.002520523), 'positive': np.float32(0.9970251)}, {'aspect': 'muy', 'negative': np.float32(0.00048845407), 'neutral': np.float32(0.0028779628), 'positive': np.float32(0.9966336)}, {'aspect': 'material', 'negative': np.float32(0.00035689818), 'neutral': np.float32(0.0012117579), 'positive': np.float32(0.99843127)}, {'aspect': 'bien', 'negative': np.float32(0.0004834082), 'neutral': np.float32(0.002805923), 'positive': np.float32(0.99671066)}]"
Failed after normal use,"After 8 months the upper swivel pulled out of the 2 or 3 threads that were there. Up until this point, we loved it.",neutral,negative,['use'],"[{'aspect': 'use', 'negative': np.float32(0.33485577), 'neutral': np.float32(0.5955863), 'positive': np.float32(0.06955788)}]","['point', 'months', 'swivel', 'threads']","[{'aspect': 'point', 'negative': np.float32(0.13383284), 'neutral': np.float32(0.45113918), 'positive': np.float32(0.41502807)}, {'aspect': 'months', 'negative': np.float32(0.1060701), 'neutral': np.float32(0.88053006), 'positive': np.float32(0.013399821)}, {'aspect': 'swivel', 'negative': np.float32(0.9937827), 'neutral': np.float32(0.0028114403), 'positive': np.float32(0.003405855)}, {'aspect': 'threads', 'negative': np.float32(0.9532156), 'neutral': np.float32(0.038981684), 'positive': np.float32(0.0078026406)}]"
Garbage,"Two shots from a 30-30, and the lens fell out.",neutral,negative,['Garbage'],"[{'aspect': 'Garbage', 'negative': np.float32(0.27096736), 'neutral': np.float32(0.38835818), 'positive': np.float32(0.3406744)}]","['lens', 'shots']","[{'aspect': 'lens', 'negative': np.float32(0.99760324), 'neutral': np.float32(0.0014331919), 'positive': np.float32(0.0009636288)}, {'aspect': 'shots', 'negative': np.float32(0.17469907), 'neutral': np.float32(0.8216967), 'positive': np.float32(0.0036041958)}]"
Quilty,Easy to use,positive,neutral,['Quilty'],"[{'aspect': 'Quilty', 'negative': np.float32(0.046920728), 'neutral': np.float32(0.12672673), 'positive': np.float32(0.82635254)}]",[],[]
My niece loved it:),Very cute,positive,neutral,['niece'],"[{'aspect': 'niece', 'negative': np.float32(0.0013354797), 'neutral': np.float32(0.0058505177), 'positive': np.float32(0.992814)}]",[],[]
Trying to wipe it off it water got inside my package,"I open the package reached my hand in to pull out the product, my hand was filled with a substance..My product came with a Vaseline like substance in the package.",negative,negative,"['package', 'water']","[{'aspect': 'package', 'negative': np.float32(0.64829826), 'neutral': np.float32(0.34588525), 'positive': np.float32(0.0058164615)}, {'aspect': 'water', 'negative': np.float32(0.91058344), 'neutral': np.float32(0.08671364), 'positive': np.float32(0.002702937)}]","['package', 'product', 'substance', 'hand', 'Vaseline']","[{'aspect': 'package', 'negative': np.float32(0.94295245), 'neutral': np.float32(0.053096112), 'positive': np.float32(0.00395135)}, {'aspect': 'product', 'negative': np.float32(0.9625382), 'neutral': np.float32(0.03388063), 'positive': np.float32(0.003581138)}, {'aspect': 'substance', 'negative': np.float32(0.9727341), 'neutral': np.float32(0.023069397), 'positive': np.float32(0.0041963942)}, {'aspect': 'hand', 'negative': np.float32(0.99071866), 'neutral': np.float32(0.004447352), 'positive': np.float32(0.0048338985)}, {'aspect': 'Vaseline', 'negative': np.float32(0.32674396), 'neutral': np.float32(0.66747767), 'positive': np.float32(0.005778345)}]"
Not Nearly Responsive Enough,"I am waiting for a Kawai keyboard to be in stock so I picked up this item just so I could get a jump learning to sight read... and so I could test drive couple of instructional apps. Unfortunately the responsiveness on this product is just terrible. I recognize how inexpensive it is... so I was not expecting much... but it is unusable for any educational purposes. Some notes randomly wont play no matter how hard you press the ""key""... other times notes will play twice when the key is struck once. Makes it impossible to complete  virtually any exercise in any app.",neutral,negative,[],[],"['product', 'couple', 'stock', 'item', 'read', 'keyboard', 'responsiveness', 'purposes', 'notes', 'times', 'key', 'exercise', 'app', 'apps', 'jump', 'Kawai', 'sight']","[{'aspect': 'product', 'negative': np.float32(0.9841554), 'neutral': np.float32(0.008522505), 'positive': np.float32(0.007322143)}, {'aspect': 'couple', 'negative': np.float32(0.88897103), 'neutral': np.float32(0.09100246), 'positive': np.float32(0.020026512)}, {'aspect': 'stock', 'negative': np.float32(0.79641217), 'neutral': np.float32(0.18555224), 'positive': np.float32(0.01803565)}, {'aspect': 'item', 'negative': np.float32(0.9742829), 'neutral': np.float32(0.018457541), 'positive': np.float32(0.007259542)}, {'aspect': 'read', 'negative': np.float32(0.9685319), 'neutral': np.float32(0.020919884), 'positive': np.float32(0.010548243)}, {'aspect': 'keyboard', 'negative': np.float32(0.91234547), 'neutral': np.float32(0.07623273), 'positive': np.float32(0.01142176)}, {'aspect': 'responsiveness', 'negative': np.float32(0.98602456), 'neutral': np.float32(0.0053744363), 'positive': np.float32(0.008601014)}, {'aspect': 'purposes', 'negative': np.float32(0.9554188), 'neutral': np.float32(0.023372585), 'positive': np.float32(0.02120859)}, {'aspect': 'notes', 'negative': np.float32(0.9758887), 'neutral': np.float32(0.013192143), 'positive': np.float32(0.010919063)}, {'aspect': 'times', 'negative': np.float32(0.9655195), 'neutral': np.float32(0.017222458), 'positive': np.float32(0.017258013)}, {'aspect': 'key', 'negative': np.float32(0.97327304), 'neutral': np.float32(0.02044445), 'positive': np.float32(0.0062825386)}, {'aspect': 'exercise', 'negative': np.float32(0.9362694), 'neutral': np.float32(0.052953254), 'positive': np.float32(0.010777387)}, {'aspect': 'app', 'negative': np.float32(0.9017999), 'neutral': np.float32(0.07610129), 'positive': np.float32(0.022098755)}, {'aspect': 'apps', 'negative': np.float32(0.8451928), 'neutral': np.float32(0.13087709), 'positive': np.float32(0.023930114)}, {'aspect': 'jump', 'negative': np.float32(0.61179215), 'neutral': np.float32(0.36402655), 'positive': np.float32(0.024181223)}, {'aspect': 'Kawai', 'negative': np.float32(0.97364074), 'neutral': np.float32(0.019005053), 'positive': np.float32(0.007354249)}, {'aspect': 'sight', 'negative': np.float32(0.92687786), 'neutral': np.float32(0.05720798), 'positive': np.float32(0.015914163)}]"
Excelente para viajes de playa,Me encanto. La talla es acorde a lo descrito. Peso ligero e ideal para dias soleados,positive,positive,"['de', 'para', 'viajes', 'playa', 'Excelente']","[{'aspect': 'de', 'negative': np.float32(0.0015299333), 'neutral': np.float32(0.02004869), 'positive': np.float32(0.97842133)}, {'aspect': 'para', 'negative': np.float32(0.0016055084), 'neutral': np.float32(0.018146904), 'positive': np.float32(0.9802476)}, {'aspect': 'viajes', 'negative': np.float32(0.00382368), 'neutral': np.float32(0.03178585), 'positive': np.float32(0.9643905)}, {'aspect': 'playa', 'negative': np.float32(0.0053029773), 'neutral': np.float32(0.12915699), 'positive': np.float32(0.86554)}, {'aspect': 'Excelente', 'negative': np.float32(0.002413413), 'neutral': np.float32(0.016189674), 'positive': np.float32(0.9813969)}]","['Peso', 'talla', 'lo', 'ligero', 'acorde', 'para', 'La', 'dias', 'es', 'e', 'descrito']","[{'aspect': 'Peso', 'negative': np.float32(0.0025052142), 'neutral': np.float32(0.008039117), 'positive': np.float32(0.98945564)}, {'aspect': 'talla', 'negative': np.float32(0.00070650404), 'neutral': np.float32(0.004067486), 'positive': np.float32(0.995226)}, {'aspect': 'lo', 'negative': np.float32(0.0021513316), 'neutral': np.float32(0.017455926), 'positive': np.float32(0.98039275)}, {'aspect': 'ligero', 'negative': np.float32(0.0013267964), 'neutral': np.float32(0.009792075), 'positive': np.float32(0.98888105)}, {'aspect': 'acorde', 'negative': np.float32(0.0012830577), 'neutral': np.float32(0.010168279), 'positive': np.float32(0.98854864)}, {'aspect': 'para', 'negative': np.float32(0.0019990602), 'neutral': np.float32(0.014186651), 'positive': np.float32(0.98381436)}, {'aspect': 'La', 'negative': np.float32(0.0016458528), 'neutral': np.float32(0.013317055), 'positive': np.float32(0.985037)}, {'aspect': 'dias', 'negative': np.float32(0.0018135742), 'neutral': np.float32(0.013239764), 'positive': np.float32(0.9849467)}, {'aspect': 'es', 'negative': np.float32(0.0018247684), 'neutral': np.float32(0.013673305), 'positive': np.float32(0.9845019)}, {'aspect': 'e', 'negative': np.float32(0.0020007617), 'neutral': np.float32(0.014239264), 'positive': np.float32(0.98376)}, {'aspect': 'descrito', 'negative': np.float32(0.001672751), 'neutral': np.float32(0.013804897), 'positive': np.float32(0.98452234)}]"
Right size,Tasty.,positive,positive,['size'],"[{'aspect': 'size', 'negative': np.float32(0.0031376136), 'neutral': np.float32(0.028152164), 'positive': np.float32(0.9687102)}]",['Tasty'],"[{'aspect': 'Tasty', 'negative': np.float32(0.009704627), 'neutral': np.float32(0.19054875), 'positive': np.float32(0.79974663)}]"
Love the design,I bought this for my bathroom and now want to buy another set for my kitchen. I love that the bottle quality and the stickers add such a nice touch. I highly recommend the amber color! Looks very chic,positive,positive,['design'],"[{'aspect': 'design', 'negative': np.float32(0.00038935232), 'neutral': np.float32(0.0011147523), 'positive': np.float32(0.99849594)}]","['set', 'bathroom', 'quality', 'stickers', 'amber', 'touch', 'bottle', 'color', 'kitchen']","[{'aspect': 'set', 'negative': np.float32(0.0026051353), 'neutral': np.float32(0.08269208), 'positive': np.float32(0.9147027)}, {'aspect': 'bathroom', 'negative': np.float32(0.0038167485), 'neutral': np.float32(0.82514054), 'positive': np.float32(0.17104268)}, {'aspect': 'quality', 'negative': np.float32(0.0009509932), 'neutral': np.float32(0.0073083728), 'positive': np.float32(0.9917406)}, {'aspect': 'stickers', 'negative': np.float32(0.00091690297), 'neutral': np.float32(0.0037187873), 'positive': np.float32(0.9953643)}, {'aspect': 'amber', 'negative': np.float32(0.0009289972), 'neutral': np.float32(0.006395581), 'positive': np.float32(0.9926755)}, {'aspect': 'touch', 'negative': np.float32(0.0007679311), 'neutral': np.float32(0.0032422473), 'positive': np.float32(0.99598986)}, {'aspect': 'bottle', 'negative': np.float32(0.0007342673), 'neutral': np.float32(0.0045151236), 'positive': np.float32(0.9947507)}, {'aspect': 'color', 'negative': np.float32(0.0018130009), 'neutral': np.float32(0.020697802), 'positive': np.float32(0.9774892)}, {'aspect': 'kitchen', 'negative': np.float32(0.0043437537), 'neutral': np.float32(0.73768497), 'positive': np.float32(0.25797126)}]"
Don't buy used!,"I can deal with a little cosmetic blemishes, but this was really bad. Can't believe Amazon even considered reselling this item. RETURNED!",neutral,negative,[],[],"['item', 'Amazon', 'blemishes', 'RETURNED']","[{'aspect': 'item', 'negative': np.float32(0.98123646), 'neutral': np.float32(0.008567761), 'positive': np.float32(0.010195822)}, {'aspect': 'Amazon', 'negative': np.float32(0.9937947), 'neutral': np.float32(0.0025609727), 'positive': np.float32(0.0036443567)}, {'aspect': 'blemishes', 'negative': np.float32(0.8114755), 'neutral': np.float32(0.07033161), 'positive': np.float32(0.11819291)}, {'aspect': 'RETURNED', 'negative': np.float32(0.34736773), 'neutral': np.float32(0.17988355), 'positive': np.float32(0.4727487)}]"
Super modern,I used different one long time. But i liked this one more. More modern more clean looking. I have been some troubles cleaning the old one so after i used first time and tried to cleaning on this one woow super easy. This should be the top priority if i buy more diffuser.,positive,positive,['modern'],"[{'aspect': 'modern', 'negative': np.float32(0.00087475136), 'neutral': np.float32(0.0016604811), 'positive': np.float32(0.9974648)}]","['diffuser', 'priority', 'troubles', 'one', 'looking', 'time', 'woow']","[{'aspect': 'diffuser', 'negative': np.float32(0.0051761395), 'neutral': np.float32(0.9246746), 'positive': np.float32(0.07014927)}, {'aspect': 'priority', 'negative': np.float32(0.006053042), 'neutral': np.float32(0.010179992), 'positive': np.float32(0.9837669)}, {'aspect': 'troubles', 'negative': np.float32(0.888337), 'neutral': np.float32(0.025280459), 'positive': np.float32(0.08638249)}, {'aspect': 'one', 'negative': np.float32(0.007040667), 'neutral': np.float32(0.012314722), 'positive': np.float32(0.98064464)}, {'aspect': 'looking', 'negative': np.float32(0.0018323711), 'neutral': np.float32(0.002079071), 'positive': np.float32(0.9960886)}, {'aspect': 'time', 'negative': np.float32(0.037342124), 'neutral': np.float32(0.53808683), 'positive': np.float32(0.42457104)}, {'aspect': 'woow', 'negative': np.float32(0.009817817), 'neutral': np.float32(0.012096569), 'positive': np.float32(0.97808564)}]"
Fun and Functional Pill Organizer,Absolutely love this pill organizer! It has a crack in the plastic but that doesn’t bother me since it doesn’t take away from the product’s functioning. It’s so easy to use and easy to grab in the morning! This has made taking my medicine consistently easier! Plus the design is so fun! I love the color and the push button!,positive,positive,"['Organizer', 'Fun', 'Functional', 'Pill']","[{'aspect': 'Organizer', 'negative': np.float32(0.0011183489), 'neutral': np.float32(0.006639696), 'positive': np.float32(0.992242)}, {'aspect': 'Fun', 'negative': np.float32(0.000994873), 'neutral': np.float32(0.0073110373), 'positive': np.float32(0.99169403)}, {'aspect': 'Functional', 'negative': np.float32(0.0011475073), 'neutral': np.float32(0.007372977), 'positive': np.float32(0.9914795)}, {'aspect': 'Pill', 'negative': np.float32(0.0018297159), 'neutral': np.float32(0.01246326), 'positive': np.float32(0.985707)}]","['organizer', 'product', 'pill', 'morning', 'push', 'button', 'design', 'color', 'plastic', 'medicine', 'crack', 'functioning']","[{'aspect': 'organizer', 'negative': np.float32(0.0014453994), 'neutral': np.float32(0.008163167), 'positive': np.float32(0.9903915)}, {'aspect': 'product', 'negative': np.float32(0.0017383615), 'neutral': np.float32(0.009460493), 'positive': np.float32(0.9888011)}, {'aspect': 'pill', 'negative': np.float32(0.004465185), 'neutral': np.float32(0.2704318), 'positive': np.float32(0.725103)}, {'aspect': 'morning', 'negative': np.float32(0.0033679379), 'neutral': np.float32(0.07815728), 'positive': np.float32(0.91847473)}, {'aspect': 'push', 'negative': np.float32(0.002497675), 'neutral': np.float32(0.013887707), 'positive': np.float32(0.9836146)}, {'aspect': 'button', 'negative': np.float32(0.0030676592), 'neutral': np.float32(0.0176564), 'positive': np.float32(0.97927594)}, {'aspect': 'design', 'negative': np.float32(0.000963898), 'neutral': np.float32(0.002465202), 'positive': np.float32(0.99657094)}, {'aspect': 'color', 'negative': np.float32(0.00084198685), 'neutral': np.float32(0.0023818885), 'positive': np.float32(0.99677616)}, {'aspect': 'plastic', 'negative': np.float32(0.6584249), 'neutral': np.float32(0.06918329), 'positive': np.float32(0.27239177)}, {'aspect': 'medicine', 'negative': np.float32(0.004089018), 'neutral': np.float32(0.7923912), 'positive': np.float32(0.20351978)}, {'aspect': 'crack', 'negative': np.float32(0.709816), 'neutral': np.float32(0.21872976), 'positive': np.float32(0.071454294)}, {'aspect': 'functioning', 'negative': np.float32(0.0022929504), 'neutral': np.float32(0.011101205), 'positive': np.float32(0.9866058)}]"
Very thin and flimsy,"They work, but had I known they were so thin I would not have paid so much. Super thin, super flimsy for the money lol elsewhere.",neutral,negative,[],[],['money'],"[{'aspect': 'money', 'negative': np.float32(0.98708725), 'neutral': np.float32(0.010285032), 'positive': np.float32(0.0026276663)}]"
Exactly what its supposed to be a hand ratchet,"It works as it should but it's not entirely what I was looking for. It would be nice if it could work with a ratchet,  rather than be the ratchet. Either way I did find something else that works better for my needs. However ill still be keeping this to see if it comes in hand, no pun intended.",neutral,negative,"['hand', 'ratchet']","[{'aspect': 'hand', 'negative': np.float32(0.14883323), 'neutral': np.float32(0.8364144), 'positive': np.float32(0.014752381)}, {'aspect': 'ratchet', 'negative': np.float32(0.10982919), 'neutral': np.float32(0.3448786), 'positive': np.float32(0.5452922)}]","['pun', 'needs', 'ratchet', 'hand', 'way']","[{'aspect': 'pun', 'negative': np.float32(0.44619295), 'neutral': np.float32(0.53474015), 'positive': np.float32(0.0190669)}, {'aspect': 'needs', 'negative': np.float32(0.8167185), 'neutral': np.float32(0.15756285), 'positive': np.float32(0.025718682)}, {'aspect': 'ratchet', 'negative': np.float32(0.8171421), 'neutral': np.float32(0.17729306), 'positive': np.float32(0.0055648223)}, {'aspect': 'hand', 'negative': np.float32(0.016722945), 'neutral': np.float32(0.97901535), 'positive': np.float32(0.004261755)}, {'aspect': 'way', 'negative': np.float32(0.35863844), 'neutral': np.float32(0.55091625), 'positive': np.float32(0.09044522)}]"
Convenient. Awesome hair collection! Sharp?,"Was really convenient removing the hair, the cats seem to sort of like it. My medium hair kitty acts a little sensitive to it, but when I am gentle she is tolerant. The metal bristles are a tad sharp feeling to me, but my long hair loves it!",positive,negative,"['collection', 'hair']","[{'aspect': 'collection', 'negative': np.float32(0.0020037252), 'neutral': np.float32(0.0065517696), 'positive': np.float32(0.9914445)}, {'aspect': 'hair', 'negative': np.float32(0.00082882255), 'neutral': np.float32(0.002100144), 'positive': np.float32(0.997071)}]","['hair', 'bristles', 'cats', 'tad', 'metal', 'feeling', 'kitty']","[{'aspect': 'hair', 'negative': np.float32(0.19753356), 'neutral': np.float32(0.44660258), 'positive': np.float32(0.35586375)}, {'aspect': 'bristles', 'negative': np.float32(0.9767421), 'neutral': np.float32(0.0071148495), 'positive': np.float32(0.016143056)}, {'aspect': 'cats', 'negative': np.float32(0.049223375), 'neutral': np.float32(0.06195059), 'positive': np.float32(0.8888261)}, {'aspect': 'tad', 'negative': np.float32(0.8642972), 'neutral': np.float32(0.05839634), 'positive': np.float32(0.07730646)}, {'aspect': 'metal', 'negative': np.float32(0.98399377), 'neutral': np.float32(0.005812959), 'positive': np.float32(0.010193259)}, {'aspect': 'feeling', 'negative': np.float32(0.9700513), 'neutral': np.float32(0.0057394486), 'positive': np.float32(0.024209324)}, {'aspect': 'kitty', 'negative': np.float32(0.29602176), 'neutral': np.float32(0.060224425), 'positive': np.float32(0.6437538)}]"
